gap_ms,bw_gibps,need_ms_per_record,gap_records_per_row,r,p,k,target_rows,emitted,emitted_correct,emitted_wrong,emit_recall_realized,emit_precision_realized,admitted,dropped_infeasible_at_emit,pf_completed,pf_hit_events,pf_used_keys,pf_completed_never_used,pred_correct_on_miss,ready_before_use_frac,conversions,survival_gains,pollution_extra_fills,fate_completed,fate_skipped_resident,fate_merged,fate_starved,fate_partial,fate_hopeless,fate_infeasible,device_outcome_mismatches,starved,partial_at_deadline,partial_ms_wasted,dropped_hopeless,hopeless_lastgap_skips,pending_depth_mean,pending_depth_max,gap_budget_utilization,host_evictions0,host_evictions1,pf_evictions0,pf_evictions1,evicted_live_pf0,evicted_live_pf1,completion_lead_rows_mean,lead_ms_nominal,decode_preads,preads_saved_net,ssd_gib_avoided_net,ssd_gib_converted_gross,ssd_gib_pollution_cost,device_misses0,device_misses1,extra_h2d_gib,decode_fill_wall_s,wall_saved_s,frac_of_oracle_bound
23.0,0.29,42.94,0.536,0.1,0.1,1,644,4180,418,3762,0.1082,0.1,0,4180,0,0,0,0,137,0.0,0,0,0,0,0,0,0,0,0,4180,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.1,0.25,1,644,1672,418,1254,0.1082,0.25,0,1672,0,0,0,0,137,0.0,0,0,0,0,0,0,0,0,0,1672,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.1,0.5,1,644,836,418,418,0.1082,0.5,0,836,0,0,0,0,137,0.0,0,0,0,0,0,0,0,0,0,836,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.1,0.75,1,644,502,418,84,0.1082,0.8327,0,502,0,0,0,0,137,0.0,0,0,0,0,0,0,0,0,0,502,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.1,1.0,1,644,418,418,0,0.1082,1.0,0,418,0,0,0,0,137,0.0,0,0,0,0,0,0,0,0,0,418,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.25,0.1,1,644,9800,980,8820,0.2536,0.1,0,9800,0,0,0,0,316,0.0,0,0,0,0,0,0,0,0,0,9800,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.25,0.25,1,644,3920,980,2940,0.2536,0.25,0,3920,0,0,0,0,316,0.0,0,0,0,0,0,0,0,0,0,3920,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.25,0.5,1,644,1960,980,980,0.2536,0.5,0,1960,0,0,0,0,316,0.0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.25,0.75,1,644,1284,980,304,0.2536,0.7632,0,1284,0,0,0,0,316,0.0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.25,1.0,1,644,980,980,0,0.2536,1.0,0,980,0,0,0,0,316,0.0,0,0,0,0,0,0,0,0,0,980,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.5,0.1,1,644,19470,1947,17523,0.5039,0.1,0,19470,0,0,0,0,602,0.0,0,0,0,0,0,0,0,0,0,19470,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.5,0.25,1,644,7788,1947,5841,0.5039,0.25,0,7788,0,0,0,0,602,0.0,0,0,0,0,0,0,0,0,0,7788,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.5,0.5,1,644,3894,1947,1947,0.5039,0.5,0,3894,0,0,0,0,602,0.0,0,0,0,0,0,0,0,0,0,3894,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.5,0.75,1,644,2598,1947,651,0.5039,0.7494,0,2598,0,0,0,0,602,0.0,0,0,0,0,0,0,0,0,0,2598,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.5,1.0,1,644,1947,1947,0,0.5039,1.0,0,1947,0,0,0,0,602,0.0,0,0,0,0,0,0,0,0,0,1947,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.75,0.1,1,644,28870,2887,25983,0.7472,0.1,0,28870,0,0,0,0,907,0.0,0,0,0,0,0,0,0,0,0,28870,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.75,0.25,1,644,11548,2887,8661,0.7472,0.25,0,11548,0,0,0,0,907,0.0,0,0,0,0,0,0,0,0,0,11548,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.75,0.5,1,644,5774,2887,2887,0.7472,0.5,0,5774,0,0,0,0,907,0.0,0,0,0,0,0,0,0,0,0,5774,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.75,0.75,1,644,3861,2887,974,0.7472,0.7477,0,3861,0,0,0,0,907,0.0,0,0,0,0,0,0,0,0,0,3861,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.75,1.0,1,644,2887,2887,0,0.7472,1.0,0,2887,0,0,0,0,907,0.0,0,0,0,0,0,0,0,0,0,2887,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,1.0,0.1,1,644,38640,3864,34776,1.0,0.1,0,38640,0,0,0,0,1219,0.0,0,0,0,0,0,0,0,0,0,38640,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,1.0,0.25,1,644,15456,3864,11592,1.0,0.25,0,15456,0,0,0,0,1219,0.0,0,0,0,0,0,0,0,0,0,15456,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,1.0,0.5,1,644,7728,3864,3864,1.0,0.5,0,7728,0,0,0,0,1219,0.0,0,0,0,0,0,0,0,0,0,7728,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,1.0,0.75,1,644,5152,3864,1288,1.0,0.75,0,5152,0,0,0,0,1219,0.0,0,0,0,0,0,0,0,0,0,5152,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,1.0,1.0,1,644,3864,3864,0,1.0,1.0,0,3864,0,0,0,0,1219,0.0,0,0,0,0,0,0,0,0,0,3864,0,0,0,0.0,0,0,0,0,0.0,678,411,0,0,0,0,0.0,102.7,1224,0,0.0,0.0,0.0,2284,2161,0.0,42.838,0.0,0.0
23.0,0.29,42.94,0.536,0.1,0.1,2,644,4180,418,3762,0.1082,0.1,4180,0,215,200,142,73,137,1.0292,141,0,7,215,2819,0,0,0,1146,0,0,0,0,0.0,1146,0,9.66,40,0.6222,720,450,102,91,17,10,1,205.4,1090,134,1.668,1.756,0.087,2284,2161,0.0,38.083,4.755,0.3981
23.0,0.29,42.94,0.536,0.1,0.25,2,644,1672,418,1254,0.1082,0.25,1672,0,185,191,127,58,137,0.927,127,0,4,185,1139,0,0,0,348,0,0,0,0,0.0,348,0,3.63,16,0.5354,709,442,89,76,14,6,1,205.4,1101,123,1.531,1.581,0.05,2284,2161,0.0,38.577,4.261,0.3567
23.0,0.29,42.94,0.536,0.1,0.5,2,644,836,418,418,0.1082,0.5,836,0,148,190,117,30,137,0.8613,118,0,2,148,576,0,0,0,112,0,0,0,0,0.0,112,0,1.75,8,0.4283,696,425,76,55,7,3,1,205.4,1108,116,1.444,1.469,0.025,2284,2161,0.0,38.764,4.074,0.3411
23.0,0.29,42.94,0.536,0.1,0.75,2,644,502,418,84,0.1082,0.8327,502,0,113,216,108,4,137,0.7956,109,0,0,113,341,0,0,0,48,0,0,0,0,0.0,48,0,1.04,6,0.327,680,413,57,41,12,7,1,205.4,1115,109,1.357,1.357,0.0,2284,2161,0.0,39.022,3.816,0.3195
23.0,0.29,42.94,0.536,0.1,1.0,2,644,418,418,0,0.1082,1.0,418,0,104,203,103,0,137,0.7591,104,0,0,104,281,0,0,0,33,0,0,0,0,0.0,33,0,0.84,4,0.301,678,411,52,38,10,5,1,205.4,1120,104,1.295,1.295,0.0,2284,2161,0.0,39.192,3.646,0.3053
23.0,0.29,42.94,0.536,0.25,0.1,2,644,9800,980,8820,0.2536,0.1,9790,10,290,261,183,107,316,0.5759,182,0,13,290,6595,0,0,0,2905,10,0,0,0,0.0,2905,0,21.32,70,0.8393,742,468,140,124,27,10,1,205.4,1055,169,2.104,2.266,0.162,2284,2161,0.0,37.007,5.831,0.4882
23.0,0.29,42.94,0.536,0.25,0.25,2,644,3920,980,2940,0.2536,0.25,3916,4,265,286,177,88,316,0.5601,177,0,8,265,2663,0,0,0,988,4,0,0,0,0.0,988,0,8.36,28,0.767,731,454,129,109,20,13,1,205.4,1055,169,2.104,2.204,0.1,2284,2161,0.0,36.985,5.852,0.49
23.0,0.29,42.94,0.536,0.25,0.5,2,644,1960,980,980,0.2536,0.5,1958,2,237,322,187,49,316,0.5949,188,0,4,237,1335,0,0,0,386,2,0,0,0,0.0,386,0,4.13,15,0.6859,708,434,118,94,16,7,1,205.4,1040,184,2.291,2.341,0.05,2284,2161,0.0,36.489,6.349,0.5316
23.0,0.29,42.94,0.536,0.25,0.75,2,644,1284,980,304,0.2536,0.7632,1283,1,193,338,175,18,316,0.5538,175,0,0,193,880,0,0,0,210,1,0,0,0,0.0,210,0,2.68,10,0.5586,688,419,98,73,13,7,1,205.4,1049,175,2.179,2.179,0.0,2284,2161,0.0,36.786,6.052,0.5067
23.0,0.29,42.94,0.536,0.25,1.0,2,644,980,980,0,0.2536,1.0,979,1,172,327,172,0,316,0.5443,172,0,0,172,665,0,0,0,142,1,0,0,0,0.0,142,0,1.99,7,0.4978,678,411,87,64,11,4,1,205.4,1052,172,2.142,2.142,0.0,2284,2161,0.0,36.849,5.989,0.5014
23.0,0.29,42.94,0.536,0.5,0.1,2,644,19470,1947,17523,0.5039,0.1,19450,20,318,282,203,108,602,0.3372,203,0,17,318,12955,0,0,0,6177,20,0,0,0,0.0,6177,0,42.23,100,0.9203,748,473,155,133,30,10,1,205.4,1038,186,2.316,2.528,0.212,2284,2161,0.0,36.388,6.45,0.54
23.0,0.29,42.94,0.536,0.5,0.25,2,644,7788,1947,5841,0.5039,0.25,7780,8,310,308,211,98,602,0.3488,210,0,11,310,5292,0,0,0,2178,8,0,0,0,0.0,2178,0,16.39,39,0.8972,736,464,153,128,22,11,1,205.4,1025,199,2.478,2.615,0.137,2284,2161,0.0,35.863,6.974,0.5839
23.0,0.29,42.94,0.536,0.5,0.5,2,644,3894,1947,1947,0.5039,0.5,3890,4,293,362,229,63,602,0.3804,229,0,4,293,2675,0,0,0,922,4,0,0,0,0.0,922,0,8.12,20,0.848,715,442,148,116,25,10,1,205.4,999,225,2.802,2.851,0.05,2284,2161,0.0,34.99,7.848,0.6571
23.0,0.29,42.94,0.536,0.5,0.75,2,644,2598,1947,651,0.5039,0.7494,2595,3,257,394,231,26,602,0.3837,231,0,1,257,1801,0,0,0,537,3,0,0,0,0.0,537,0,5.3,13,0.7438,692,424,132,97,25,12,1,205.4,994,230,2.864,2.876,0.012,2284,2161,0.0,34.864,7.974,0.6676
23.0,0.29,42.94,0.536,0.5,1.0,2,644,1947,1947,0,0.5039,1.0,1945,2,234,446,234,0,602,0.3887,234,0,0,234,1347,0,0,0,364,2,0,0,0,0.0,364,0,3.9,10,0.6772,678,411,124,83,21,4,1,205.4,990,234,2.914,2.914,0.0,2284,2161,0.0,34.765,8.072,0.6758
23.0,0.29,42.94,0.536,0.75,0.1,2,644,28870,2887,25983,0.7472,0.1,28840,30,322,220,182,136,907,0.2007,182,0,21,322,18185,0,0,0,10333,30,0,0,0,0.0,10333,0,64.17,120,0.9319,765,485,158,134,33,10,1,205.4,1063,161,2.005,2.266,0.261,2284,2161,0.0,37.266,5.571,0.4664
23.0,0.29,42.94,0.536,0.75,0.25,2,644,11548,2887,8661,0.7472,0.25,11536,12,319,278,217,99,907,0.2381,216,0,13,319,7792,0,0,0,3425,12,0,0,0,0.0,3425,0,24.81,47,0.9232,740,465,158,131,33,8,1,205.4,1021,203,2.528,2.689,0.162,2284,2161,0.0,35.771,7.066,0.5916
23.0,0.29,42.94,0.536,0.75,0.5,2,644,5774,2887,2887,0.7472,0.5,5768,6,308,369,241,65,907,0.2657,241,0,7,308,3984,0,0,0,1476,6,0,0,0,0.0,1476,0,12.11,24,0.8914,716,447,155,123,27,8,1,205.4,990,234,2.914,3.001,0.087,2284,2161,0.0,34.719,8.119,0.6798
23.0,0.29,42.94,0.536,0.75,0.75,2,644,3861,2887,974,0.7472,0.7477,3857,4,292,400,251,40,907,0.2767,251,0,3,292,2663,0,0,0,902,4,0,0,0,0.0,902,0,8.01,16,0.8451,705,428,151,110,23,9,1,205.4,976,248,3.088,3.125,0.037,2284,2161,0.0,34.219,8.618,0.7215
23.0,0.29,42.94,0.536,0.75,1.0,2,644,2887,2887,0,0.7472,1.0,2884,3,270,472,270,0,907,0.2977,270,0,0,270,1983,0,0,0,631,3,0,0,0,0.0,631,0,5.87,12,0.7814,678,411,143,98,26,3,1,205.4,954,270,3.362,3.362,0.0,2284,2161,0.0,33.474,9.364,0.784
23.0,0.29,42.94,0.536,1.0,0.1,2,644,38640,3864,34776,1.0,0.1,38580,60,322,141,122,193,1219,0.0993,121,0,24,322,21641,0,0,0,16617,60,0,0,0,0.0,16617,0,87.71,120,0.9319,793,521,158,135,27,9,1,205.4,1127,97,1.208,1.507,0.299,2284,2161,0.0,39.545,3.292,0.2756
23.0,0.29,42.94,0.536,1.0,0.25,2,644,15456,3864,11592,1.0,0.25,15432,24,322,297,225,90,1219,0.1846,225,0,13,322,10484,0,0,0,4626,24,0,0,0,0.0,4626,0,33.45,48,0.9319,739,460,157,133,32,7,1,205.4,1012,212,2.64,2.802,0.162,2284,2161,0.0,35.469,7.368,0.6169
23.0,0.29,42.94,0.536,1.0,0.5,2,644,7728,3864,3864,1.0,0.5,7716,12,318,366,257,58,1219,0.2108,257,0,7,318,5304,0,0,0,2094,12,0,0,0,0.0,2094,0,16.45,24,0.9203,717,440,157,129,30,5,1,205.4,974,250,3.113,3.2,0.087,2284,2161,0.0,34.104,8.733,0.7312
23.0,0.29,42.94,0.536,1.0,0.75,2,644,5152,3864,1288,1.0,0.75,5144,8,306,400,266,37,1219,0.2182,266,0,4,306,3553,0,0,0,1285,8,0,0,0,0.0,1285,0,10.79,16,0.8856,706,427,154,120,28,10,1,205.4,962,262,3.262,3.312,0.05,2284,2161,0.0,33.654,9.183,0.7688
23.0,0.29,42.94,0.536,1.0,1.0,2,644,3864,3864,0,1.0,1.0,3858,6,288,476,288,0,1219,0.2363,288,0,0,288,2647,0,0,0,923,6,0,0,0,0.0,923,0,7.96,12,0.8335,678,411,149,107,21,8,1,205.4,936,288,3.586,3.586,0.0,2284,2161,0.0,32.705,10.132,0.8483
23.0,0.29,42.94,0.536,0.1,0.1,3,644,4180,418,3762,0.1082,0.1,4180,0,256,235,164,91,137,1.1898,163,0,10,256,2851,0,0,0,1073,0,0,0,0,0.0,1073,0,13.12,50,0.7409,733,459,122,111,15,12,1.54,308.1,1071,153,1.905,2.03,0.125,2284,2161,0.0,37.479,5.359,0.4487
23.0,0.29,42.94,0.536,0.1,0.25,3,644,1672,418,1254,0.1082,0.25,1672,0,216,230,148,68,137,1.0803,148,0,7,216,1153,0,0,0,303,0,0,0,0,0.0,303,0,4.81,19,0.6251,717,447,106,87,22,4,1.61,308.1,1083,141,1.756,1.843,0.087,2284,2161,0.0,37.924,4.914,0.4114
23.0,0.29,42.94,0.536,0.1,0.5,3,644,836,418,418,0.1082,0.5,836,0,172,219,132,39,137,0.9708,133,0,3,172,580,0,0,0,84,0,0,0,0,0.0,84,0,2.12,10,0.4978,702,429,88,63,12,6,1.7,308.1,1094,130,1.619,1.656,0.037,2284,2161,0.0,38.249,4.589,0.3842
23.0,0.29,42.94,0.536,0.1,0.75,3,644,502,418,84,0.1082,0.8327,502,0,131,255,124,6,137,0.9124,125,0,0,131,341,0,0,0,30,0,0,0,0,0.0,30,0,1.17,6,0.3791,682,413,68,46,13,5,1.79,308.1,1099,125,1.556,1.556,0.0,2284,2161,0.0,38.457,4.38,0.3667
23.0,0.29,42.94,0.536,0.1,1.0,3,644,418,418,0,0.1082,1.0,418,0,119,241,118,0,137,0.8686,119,0,0,119,281,0,0,0,18,0,0,0,0,0.0,18,0,0.94,4,0.3444,678,411,61,42,8,4,1.82,308.1,1105,119,1.482,1.482,0.0,2284,2161,0.0,38.64,4.197,0.3514
23.0,0.29,42.94,0.536,0.25,0.1,3,644,9800,980,8820,0.2536,0.1,9790,10,325,302,210,113,316,0.6614,209,0,18,325,6609,0,0,0,2856,10,0,0,0,0.0,2856,0,34.23,90,0.9406,749,474,158,138,32,14,1.19,308.1,1033,191,2.378,2.602,0.224,2284,2161,0.0,36.27,6.567,0.5498
23.0,0.29,42.94,0.536,0.25,0.25,3,644,3920,980,2940,0.2536,0.25,3916,4,310,357,206,103,316,0.6487,205,0,10,310,2684,0,0,0,922,4,0,0,0,0.0,922,0,12.65,36,0.8972,738,466,148,134,23,6,1.27,308.1,1029,195,2.428,2.552,0.125,2284,2161,0.0,36.031,6.807,0.5699
23.0,0.29,42.94,0.536,0.25,0.5,3,644,1960,980,980,0.2536,0.5,1958,2,280,391,220,60,316,0.693,219,0,4,280,1347,0,0,0,331,2,0,0,0,0.0,331,0,5.85,18,0.8104,712,442,138,113,23,7,1.39,308.1,1009,215,2.677,2.727,0.05,2284,2161,0.0,35.314,7.524,0.6299
23.0,0.29,42.94,0.536,0.25,0.75,3,644,1284,980,304,0.2536,0.7632,1283,1,233,413,209,24,316,0.6614,209,0,1,233,879,0,0,0,171,1,0,0,0,0.0,171,0,3.58,12,0.6743,693,421,119,88,25,5,1.5,308.1,1016,208,2.59,2.602,0.012,2284,2161,0.0,35.6,7.237,0.6059
23.0,0.29,42.94,0.536,0.25,1.0,3,644,980,980,0,0.2536,1.0,979,1,205,397,205,0,316,0.6487,205,0,0,205,666,0,0,0,108,1,0,0,0,0.0,108,0,2.55,9,0.5933,678,411,105,75,16,9,1.55,308.1,1019,205,2.552,2.552,0.0,2284,2161,0.0,35.672,7.166,0.6
23.0,0.29,42.94,0.536,0.5,0.1,3,644,19470,1947,17523,0.5039,0.1,19450,20,343,282,206,131,602,0.3422,206,0,21,343,13006,0,0,0,6101,20,0,0,0,0.0,6101,0,69.09,140,0.9927,766,481,170,143,30,12,1.03,308.1,1039,185,2.303,2.565,0.261,2284,2161,0.0,36.466,6.372,0.5335
23.0,0.29,42.94,0.536,0.5,0.25,3,644,7788,1947,5841,0.5039,0.25,7780,8,339,324,228,110,602,0.3754,226,0,14,339,5322,0,0,0,2119,8,0,0,0,0.0,2119,0,26.8,53,0.9811,749,467,169,140,36,8,1.05,308.1,1012,212,2.64,2.814,0.174,2284,2161,0.0,35.462,7.376,0.6175
23.0,0.29,42.94,0.536,0.5,0.5,3,644,3894,1947,1947,0.5039,0.5,3890,4,324,394,250,73,602,0.4153,250,0,7,324,2687,0,0,0,879,4,0,0,0,0.0,879,0,12.7,27,0.9377,724,446,164,129,29,13,1.15,308.1,981,243,3.026,3.113,0.087,2284,2161,0.0,34.413,8.425,0.7054
23.0,0.29,42.94,0.536,0.5,0.75,3,644,2598,1947,651,0.5039,0.7494,2595,3,298,463,261,37,602,0.4336,261,0,3,298,1810,0,0,0,487,3,0,0,0,0.0,487,0,7.97,19,0.8625,703,426,153,113,19,8,1.26,308.1,966,258,3.212,3.25,0.037,2284,2161,0.0,33.905,8.933,0.7479
23.0,0.29,42.94,0.536,0.5,1.0,3,644,1947,1947,0,0.5039,1.0,1945,2,273,508,273,0,602,0.4535,273,0,0,273,1346,0,0,0,326,2,0,0,0,0.0,326,0,5.57,14,0.7901,678,411,142,98,23,8,1.35,308.1,951,273,3.399,3.399,0.0,2284,2161,0.0,33.348,9.489,0.7945
23.0,0.29,42.94,0.536,0.75,0.1,3,644,28870,2887,25983,0.7472,0.1,28840,30,344,229,177,163,907,0.1951,177,0,25,344,18153,0,0,0,10343,30,0,0,0,0.0,10343,0,105.61,175,0.9956,776,505,173,142,29,16,1.0,308.1,1072,152,1.893,2.204,0.311,2284,2161,0.0,37.551,5.287,0.4426
23.0,0.29,42.94,0.536,0.75,0.25,3,644,11548,2887,8661,0.7472,0.25,11536,12,342,320,242,100,907,0.2657,241,0,16,342,7811,0,0,0,3383,12,0,0,0,0.0,3383,0,40.46,69,0.9898,743,463,168,143,29,14,1.02,308.1,999,225,2.802,3.001,0.199,2284,2161,0.0,34.986,7.851,0.6573
23.0,0.29,42.94,0.536,0.75,0.5,3,644,5774,2887,2887,0.7472,0.5,5768,6,338,429,267,69,907,0.2944,267,0,7,338,3992,0,0,0,1438,6,0,0,0,0.0,1438,0,19.56,36,0.9782,718,449,169,137,26,9,1.07,308.1,964,260,3.237,3.324,0.087,2284,2161,0.0,33.784,9.053,0.758
23.0,0.29,42.94,0.536,0.75,0.75,3,644,3861,2887,974,0.7472,0.7477,3857,4,322,459,283,39,907,0.312,283,0,5,322,2670,0,0,0,865,4,0,0,0,0.0,865,0,12.4,23,0.9319,702,431,165,124,32,12,1.17,308.1,946,278,3.461,3.524,0.062,2284,2161,0.0,33.121,9.717,0.8135
23.0,0.29,42.94,0.536,0.75,1.0,3,644,2887,2887,0,0.7472,1.0,2884,3,304,555,304,0,907,0.3352,304,0,0,304,1982,0,0,0,598,3,0,0,0,0.0,598,0,8.75,17,0.8798,678,411,156,113,22,12,1.26,308.1,920,304,3.785,3.785,0.0,2284,2161,0.0,32.248,10.59,0.8866
23.0,0.29,42.94,0.536,1.0,0.1,3,644,38640,3864,34776,1.0,0.1,38580,60,344,135,112,229,1219,0.0911,111,0,28,344,21495,0,0,0,16741,60,0,0,0,0.0,16741,0,146.13,180,0.9956,811,539,173,142,32,8,1,308.1,1141,83,1.033,1.382,0.349,2284,2161,0.0,39.963,2.874,0.2406
23.0,0.29,42.94,0.536,1.0,0.25,3,644,15456,3864,11592,1.0,0.25,15432,24,343,301,238,100,1219,0.1952,238,0,15,343,10518,0,0,0,4571,24,0,0,0,0.0,4571,0,54.33,72,0.9927,741,468,167,145,30,11,1.02,308.1,1001,223,2.777,2.963,0.187,2284,2161,0.0,35.108,7.729,0.6471
23.0,0.29,42.94,0.536,1.0,0.5,3,644,7728,3864,3864,1.0,0.5,7716,12,342,392,266,73,1219,0.2174,265,0,7,342,5314,0,0,0,2060,12,0,0,0,0.0,2060,0,26.68,36,0.9898,715,458,171,138,34,13,1.03,308.1,966,258,3.212,3.3,0.087,2284,2161,0.0,33.863,8.975,0.7514
23.0,0.29,42.94,0.536,1.0,0.75,3,644,5152,3864,1288,1.0,0.75,5144,8,333,451,290,42,1219,0.2379,290,0,4,333,3569,0,0,0,1242,8,0,0,0,0.0,1242,0,17.06,24,0.9638,702,434,165,132,29,8,1.11,308.1,938,286,3.561,3.611,0.05,2284,2161,0.0,32.816,10.021,0.839
23.0,0.29,42.94,0.536,1.0,1.0,3,644,3864,3864,0,1.0,1.0,3858,6,320,562,320,0,1219,0.2625,320,0,0,320,2648,0,0,0,890,6,0,0,0,0.0,890,0,12.28,18,0.9261,678,411,159,124,28,9,1.17,308.1,904,320,3.984,3.984,0.0,2284,2161,0.0,31.578,11.259,0.9426
23.0,0.29,42.94,0.536,0.1,0.1,6,644,4180,418,3762,0.1082,0.1,4180,0,330,286,198,131,137,1.438,197,0,17,330,2849,0,0,0,1001,0,0,0,0,0.0,1001,0,31.1,90,0.9551,763,476,160,139,32,9,1.95,616.2,1044,180,2.241,2.453,0.212,2284,2161,0.0,36.535,6.303,0.5277
23.0,0.29,42.94,0.536,0.1,0.25,6,644,1672,418,1254,0.1082,0.25,1672,0,303,334,198,105,137,1.438,197,0,11,303,1151,0,0,0,218,0,0,0,0,0.0,218,0,10.26,32,0.8769,745,461,154,121,25,7,2.5,616.2,1038,186,2.316,2.453,0.137,2284,2161,0.0,36.345,6.492,0.5435
23.0,0.29,42.94,0.536,0.1,0.5,6,644,836,418,418,0.1082,0.5,836,0,225,315,177,47,137,1.2993,178,0,4,225,580,0,0,0,31,0,0,0,0,0.0,31,0,3.46,14,0.6512,706,434,117,81,17,11,3.41,616.2,1050,174,2.167,2.216,0.05,2284,2161,0.0,36.746,6.092,0.51
23.0,0.29,42.94,0.536,0.1,0.75,6,644,502,418,84,0.1082,0.8327,502,0,154,297,145,8,137,1.0657,146,0,0,154,343,0,0,0,5,0,0,0,0,0.0,5,0,1.51,9,0.4457,684,413,77,56,15,7,4.09,616.2,1078,146,1.818,1.818,0.0,2284,2161,0.0,37.717,5.12,0.4287
23.0,0.29,42.94,0.536,0.1,1.0,6,644,418,418,0,0.1082,1.0,418,0,134,269,133,0,137,0.9781,134,0,0,134,281,0,0,0,3,0,0,0,0,0.0,3,0,1.1,7,0.3878,678,411,65,48,13,8,4.32,616.2,1090,134,1.668,1.668,0.0,2284,2161,0.0,38.11,4.728,0.3958
