prompt,prompt_idx,forward_step,phase,device,requests,vram_hits,vram_cold,vram_evictions,host_hits,host_misses,host_evictions,vram_policy,vram_dtype,persist
q0,0,10,decode,cuda:1,126,0,126,126,76,50,50,segmented,fp4,1
q0,0,11,decode,cuda:0,132,0,132,132,89,43,43,segmented,fp4,1
q0,0,11,decode,cuda:1,126,0,126,126,93,33,33,segmented,fp4,1
q0,0,12,decode,cuda:0,132,0,132,132,62,70,70,segmented,fp4,1
q0,0,12,decode,cuda:1,126,0,126,126,98,28,28,segmented,fp4,1
q0,0,13,decode,cuda:0,132,0,132,132,87,45,45,segmented,fp4,1
q0,0,13,decode,cuda:1,126,0,126,126,104,22,22,segmented,fp4,1
q0,0,14,decode,cuda:0,132,0,132,132,76,56,56,segmented,fp4,1
q0,0,14,decode,cuda:1,126,0,126,126,107,19,19,segmented,fp4,1
q0,0,15,decode,cuda:0,132,0,132,132,86,46,46,segmented,fp4,1
q0,0,15,decode,cuda:1,126,0,126,126,105,21,21,segmented,fp4,1
q0,0,0,prefill,pooled,1642,0,1642,1530,0,1642,278,segmented,fp4,1
q0,0,1,decode,pooled,258,0,258,258,162,96,96,segmented,fp4,1
q0,0,2,decode,pooled,258,0,258,258,152,106,106,segmented,fp4,1
q0,0,3,decode,pooled,258,0,258,258,163,95,95,segmented,fp4,1
q0,0,4,decode,pooled,258,0,258,258,170,88,88,segmented,fp4,1
q0,0,5,decode,pooled,258,0,258,258,174,84,84,segmented,fp4,1
q0,0,6,decode,pooled,258,0,258,258,163,95,95,segmented,fp4,1
q0,0,7,decode,pooled,258,0,258,258,174,84,84,segmented,fp4,1
q0,0,8,decode,pooled,258,0,258,258,168,90,90,segmented,fp4,1
q0,0,9,decode,pooled,258,0,258,258,150,108,108,segmented,fp4,1
q0,0,10,decode,pooled,258,0,258,258,149,109,109,segmented,fp4,1
q0,0,11,decode,pooled,258,0,258,258,182,76,76,segmented,fp4,1
q0,0,12,decode,pooled,258,0,258,258,160,98,98,segmented,fp4,1
q0,0,13,decode,pooled,258,0,258,258,191,67,67,segmented,fp4,1
q0,0,14,decode,pooled,258,0,258,258,183,75,75,segmented,fp4,1
q0,0,15,decode,pooled,258,0,258,258,191,67,67,segmented,fp4,1
q0,0,0,prefill,cuda:0,861,0,861,580,0,861,179,layer_lru,fp4,1
q0,0,0,prefill,cuda:1,781,0,781,500,0,781,99,layer_lru,fp4,1
q0,0,1,decode,cuda:0,132,29,103,103,83,49,49,layer_lru,fp4,1
q0,0,1,decode,cuda:1,126,22,104,104,79,47,47,layer_lru,fp4,1
q0,0,2,decode,cuda:0,132,19,113,113,69,63,63,layer_lru,fp4,1
q0,0,2,decode,cuda:1,126,62,64,64,83,43,43,layer_lru,fp4,1
q0,0,3,decode,cuda:0,132,63,69,69,79,53,53,layer_lru,fp4,1
q0,0,3,decode,cuda:1,126,67,59,59,84,42,42,layer_lru,fp4,1
q0,0,4,decode,cuda:0,132,63,69,69,77,55,55,layer_lru,fp4,1
q0,0,4,decode,cuda:1,126,76,50,50,93,33,33,layer_lru,fp4,1
q0,0,5,decode,cuda:0,132,58,74,74,74,58,58,layer_lru,fp4,1
q0,0,5,decode,cuda:1,126,82,44,44,100,26,26,layer_lru,fp4,1
q0,0,6,decode,cuda:0,132,55,77,77,71,61,61,layer_lru,fp4,1
q0,0,6,decode,cuda:1,126,77,49,49,92,34,34,layer_lru,fp4,1
q0,0,7,decode,cuda:0,132,67,65,65,76,56,56,layer_lru,fp4,1
q0,0,7,decode,cuda:1,126,89,37,37,98,28,28,layer_lru,fp4,1
q0,0,8,decode,cuda:0,132,61,71,71,81,51,51,layer_lru,fp4,1
q0,0,8,decode,cuda:1,126,73,53,53,87,39,39,layer_lru,fp4,1
q0,0,9,decode,cuda:0,132,51,81,81,64,68,68,layer_lru,fp4,1
q0,0,9,decode,cuda:1,126,73,53,53,86,40,40,layer_lru,fp4,1
q0,0,10,decode,cuda:0,132,51,81,81,73,59,59,layer_lru,fp4,1
q0,0,10,decode,cuda:1,126,71,55,55,76,50,50,layer_lru,fp4,1
q0,0,11,decode,cuda:0,132,60,72,72,89,43,43,layer_lru,fp4,1
q0,0,11,decode,cuda:1,126,79,47,47,93,33,33,layer_lru,fp4,1
q0,0,12,decode,cuda:0,132,31,101,101,62,70,70,layer_lru,fp4,1
q0,0,12,decode,cuda:1,126,79,47,47,98,28,28,layer_lru,fp4,1
q0,0,13,decode,cuda:0,132,50,82,82,87,45,45,layer_lru,fp4,1
q0,0,13,decode,cuda:1,126,87,39,39,104,22,22,layer_lru,fp4,1
q0,0,14,decode,cuda:0,132,58,74,74,76,56,56,layer_lru,fp4,1
q0,0,14,decode,cuda:1,126,86,40,40,107,19,19,layer_lru,fp4,1
q0,0,15,decode,cuda:0,132,64,68,68,86,46,46,layer_lru,fp4,1
q0,0,15,decode,cuda:1,126,86,40,40,105,21,21,layer_lru,fp4,1
q0,0,0,prefill,pooled,1642,0,1642,1080,0,1642,278,layer_lru,fp4,1
q0,0,1,decode,pooled,258,51,207,207,162,96,96,layer_lru,fp4,1
q0,0,2,decode,pooled,258,81,177,177,152,106,106,layer_lru,fp4,1
q0,0,3,decode,pooled,258,130,128,128,163,95,95,layer_lru,fp4,1
q0,0,4,decode,pooled,258,139,119,119,170,88,88,layer_lru,fp4,1
q0,0,5,decode,pooled,258,140,118,118,174,84,84,layer_lru,fp4,1
q0,0,6,decode,pooled,258,132,126,126,163,95,95,layer_lru,fp4,1
q0,0,7,decode,pooled,258,156,102,102,174,84,84,layer_lru,fp4,1
q0,0,8,decode,pooled,258,134,124,124,168,90,90,layer_lru,fp4,1
q0,0,9,decode,pooled,258,124,134,134,150,108,108,layer_lru,fp4,1
q0,0,10,decode,pooled,258,122,136,136,149,109,109,layer_lru,fp4,1
q0,0,11,decode,pooled,258,139,119,119,182,76,76,layer_lru,fp4,1
q0,0,12,decode,pooled,258,110,148,148,160,98,98,layer_lru,fp4,1
q0,0,13,decode,pooled,258,137,121,121,191,67,67,layer_lru,fp4,1
q0,0,14,decode,pooled,258,144,114,114,183,75,75,layer_lru,fp4,1
q0,0,15,decode,pooled,258,150,108,108,191,67,67,layer_lru,fp4,1
q0,0,0,prefill,cuda:0,861,0,861,580,0,861,179,static_hotset+dyn,fp4,1
q0,0,0,prefill,cuda:1,781,0,781,500,0,781,99,static_hotset+dyn,fp4,1
q0,0,1,decode,cuda:0,132,24,108,108,83,49,49,static_hotset+dyn,fp4,1
q0,0,1,decode,cuda:1,126,41,85,85,79,47,47,static_hotset+dyn,fp4,1
q0,0,2,decode,cuda:0,132,44,88,88,69,63,63,static_hotset+dyn,fp4,1
q0,0,2,decode,cuda:1,126,66,60,60,83,43,43,static_hotset+dyn,fp4,1
q0,0,3,decode,cuda:0,132,65,67,67,79,53,53,static_hotset+dyn,fp4,1
q0,0,3,decode,cuda:1,126,66,60,60,84,42,42,static_hotset+dyn,fp4,1
q0,0,4,decode,cuda:0,132,68,64,64,77,55,55,static_hotset+dyn,fp4,1
q0,0,4,decode,cuda:1,126,78,48,48,93,33,33,static_hotset+dyn,fp4,1
q0,0,5,decode,cuda:0,132,57,75,75,74,58,58,static_hotset+dyn,fp4,1
q0,0,5,decode,cuda:1,126,85,41,41,100,26,26,static_hotset+dyn,fp4,1
q0,0,6,decode,cuda:0,132,53,79,79,71,61,61,static_hotset+dyn,fp4,1
q0,0,6,decode,cuda:1,126,72,54,54,92,34,34,static_hotset+dyn,fp4,1
q0,0,7,decode,cuda:0,132,70,62,62,76,56,56,static_hotset+dyn,fp4,1
q0,0,7,decode,cuda:1,126,89,37,37,98,28,28,static_hotset+dyn,fp4,1
q0,0,8,decode,cuda:0,132,63,69,69,81,51,51,static_hotset+dyn,fp4,1
q0,0,8,decode,cuda:1,126,75,51,51,87,39,39,static_hotset+dyn,fp4,1
q0,0,9,decode,cuda:0,132,55,77,77,64,68,68,static_hotset+dyn,fp4,1
q0,0,9,decode,cuda:1,126,73,53,53,86,40,40,static_hotset+dyn,fp4,1
q0,0,10,decode,cuda:0,132,54,78,78,73,59,59,static_hotset+dyn,fp4,1
q0,0,10,decode,cuda:1,126,70,56,56,76,50,50,static_hotset+dyn,fp4,1
q0,0,11,decode,cuda:0,132,62,70,70,89,43,43,static_hotset+dyn,fp4,1
q0,0,11,decode,cuda:1,126,79,47,47,93,33,33,static_hotset+dyn,fp4,1
q0,0,12,decode,cuda:0,132,36,96,96,62,70,70,static_hotset+dyn,fp4,1
q0,0,12,decode,cuda:1,126,80,46,46,98,28,28,static_hotset+dyn,fp4,1
q0,0,13,decode,cuda:0,132,63,69,69,87,45,45,static_hotset+dyn,fp4,1
q0,0,13,decode,cuda:1,126,85,41,41,104,22,22,static_hotset+dyn,fp4,1
q0,0,14,decode,cuda:0,132,64,68,68,76,56,56,static_hotset+dyn,fp4,1
q0,0,14,decode,cuda:1,126,89,37,37,107,19,19,static_hotset+dyn,fp4,1
q0,0,15,decode,cuda:0,132,70,62,62,86,46,46,static_hotset+dyn,fp4,1
q0,0,15,decode,cuda:1,126,87,39,39,105,21,21,static_hotset+dyn,fp4,1
q0,0,0,prefill,pooled,1642,0,1642,1080,0,1642,278,static_hotset+dyn,fp4,1
q0,0,1,decode,pooled,258,65,193,193,162,96,96,static_hotset+dyn,fp4,1
q0,0,2,decode,pooled,258,110,148,148,152,106,106,static_hotset+dyn,fp4,1
q0,0,3,decode,pooled,258,131,127,127,163,95,95,static_hotset+dyn,fp4,1
q0,0,4,decode,pooled,258,146,112,112,170,88,88,static_hotset+dyn,fp4,1
q0,0,5,decode,pooled,258,142,116,116,174,84,84,static_hotset+dyn,fp4,1
q0,0,6,decode,pooled,258,125,133,133,163,95,95,static_hotset+dyn,fp4,1
q0,0,7,decode,pooled,258,159,99,99,174,84,84,static_hotset+dyn,fp4,1
q0,0,8,decode,pooled,258,138,120,120,168,90,90,static_hotset+dyn,fp4,1
q0,0,9,decode,pooled,258,128,130,130,150,108,108,static_hotset+dyn,fp4,1
q0,0,10,decode,pooled,258,124,134,134,149,109,109,static_hotset+dyn,fp4,1
q0,0,11,decode,pooled,258,141,117,117,182,76,76,static_hotset+dyn,fp4,1
q0,0,12,decode,pooled,258,116,142,142,160,98,98,static_hotset+dyn,fp4,1
q0,0,13,decode,pooled,258,148,110,110,191,67,67,static_hotset+dyn,fp4,1
q0,0,14,decode,pooled,258,153,105,105,183,75,75,static_hotset+dyn,fp4,1
