prompt,prompt_idx,device,requests,requests_prefill,requests_decode,raw_picks,dup_eliminated,first_touch_requests,repeat_requests,vram_hits,vram_hits_prefill,vram_hits_decode,vram_inflight,vram_cold_loads,vram_cold_prefill,vram_cold_decode,vram_evictions,vram_resident_end,vram_pinned_skipped,belady_vram_hits_bound,host_consults,host_hits,host_hits_prefill,host_hits_decode,host_misses,host_misses_prefill,host_misses_decode,host_evictions,host_entries_end,vram_miss_host_hit,vram_miss_host_miss,hits_on_prewarmed,store_reads,h2d_bytes,store_bytes,h2d_mib,store_mib,generated_tokens,h2d_mib_per_gen_token,store_mib_per_gen_token,hit_rate_vram,hit_rate_host_of_consults,hit_rate_host_of_vram_misses,hit_rate_e2e_store_avoid,vram_hits_per_raw_pick,requests_per_raw_pick,reuse_n,reuse_p50,reuse_p90,reuse_p99,reuse_cdf,vram_gib,vram_dtype,vram_slots,vram_policy,host_gib,host_records,host_scope,host_consult,queue_depth,regime,persist,journal_sha256
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,1107,0,1107,0,1564,781,783,1283,281,11480,1461,2671,1385,0,1385,1286,781,505,604,682,278,1286,0,1286,20909654016,17192976384,19941.0,16396.5,16,1246.31,1024.78,0.4144515162860352,0.5185323848745788,0.17774936061381075,0.5185323848745789,0.3253968253968254,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp4,281,freq_x_recency,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,1877,0,1877,0,3635,1642,1993,3073,562,0,2750,5512,2532,0,2532,2980,1642,1338,1616,1364,663,2972,0,2980,48597565440,39840645120,46346.25,37995.0,16,2896.64,2374.69,0.3405297532656023,0.4593613933236575,0.18239339752407152,0.45936139332365744,0.26945162216480045,0.7912718920470858,0,,,,,3.5,fp4,281,freq_x_recency,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,0,0,0,0,2841,861,1980,2785,56,0,1289,2841,1147,0,1147,1694,861,833,1012,682,1147,1694,0,1694,37982306304,22647668736,36222.75,21598.5,16,2263.92,1349.91,0.0,0.4037310806054206,0.4037310806054206,0.4037310806054206,0.0,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp4,281,segmented,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,0,0,0,0,2671,781,1890,2615,56,0,1461,2671,1385,0,1385,1286,781,505,604,682,1385,1286,0,1286,35709517824,17192976384,34055.25,16396.5,16,2128.45,1024.78,0.0,0.5185323848745788,0.5185323848745788,0.5185323848745789,0.0,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp4,281,segmented,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,0,0,0,0,5512,1642,3870,5400,112,0,2750,5512,2532,0,2532,2980,1642,1338,1616,1364,2532,2980,0,2980,73691824128,39840645120,70278.0,37995.0,16,4392.38,2374.69,0.0,0.4593613933236575,0.4593613933236575,0.45936139332365744,0.0,0.7912718920470858,0,,,,,3.5,fp4,281,segmented,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,780,0,780,0,2061,861,1200,1780,281,10404,1289,2841,1147,0,1147,1694,861,833,1012,682,369,1692,0,1694,27554217984,22647668736,26277.75,21598.5,16,1642.36,1349.91,0.27455121436114044,0.4037310806054206,0.17903930131004367,0.4037310806054206,0.21885521885521886,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp4,281,layer_lru,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,1109,0,1109,0,1562,781,781,1281,281,9376,1461,2671,1385,0,1385,1286,781,505,604,682,282,1280,0,1286,20882915328,17192976384,19915.5,16396.5,16,1244.72,1024.78,0.4152002995132909,0.5185323848745788,0.18053777208706787,0.5185323848745789,0.32598471487360375,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp4,281,layer_lru,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,1889,0,1889,0,3623,1642,1981,3061,562,0,2750,5512,2532,0,2532,2980,1642,1338,1616,1364,651,2972,0,2980,48437133312,39840645120,46193.25,37995.0,16,2887.08,2374.69,0.3427068214804064,0.4593613933236575,0.17968534363786917,0.45936139332365744,0.27117427505024405,0.7912718920470858,0,,,,,3.5,fp4,281,layer_lru,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,848,0,848,0,1993,861,1132,1712,281,0,1289,2841,1147,0,1147,1694,861,833,1012,682,311,1682,0,1694,26645102592,22647668736,25410.75,21598.5,16,1588.17,1349.91,0.29848644843365013,0.4037310806054206,0.15604616156547918,0.4037310806054206,0.23793490460157127,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp4,281,static_hotset+dyn,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,1135,0,1135,0,1536,781,755,1255,281,0,1461,2671,1385,0,1385,1286,781,505,604,682,261,1275,0,1286,20535312384,17192976384,19584.0,16396.5,16,1224.0,1024.78,0.42493448146761514,0.5185323848745788,0.169921875,0.5185323848745789,0.33362727807172254,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp4,281,static_hotset+dyn,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,1983,0,1983,0,3529,1642,1887,2967,562,0,2750,5512,2532,0,2532,2980,1642,1338,1616,1364,572,2957,0,2980,47180414976,39840645120,44994.75,37995.0,16,2812.17,2374.69,0.3597605224963715,0.4593613933236575,0.16208557665060924,0.45936139332365744,0.28466838931955213,0.7912718920470858,0,,,,,3.5,fp4,281,static_hotset+dyn,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:0,2841,861,1980,3564,723,1494,1347,1289,0,1289,0,1552,861,691,1169,281,0,1289,2841,1147,0,1147,1694,861,833,1012,682,1,1551,0,1694,20749221888,22647668736,19788.0,21598.5,16,1236.75,1349.91,0.4537134811686026,0.4037310806054206,0.0006443298969072165,0.4037310806054206,0.361672278338945,0.7971380471380471,1347,264,1182,2167,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.0, ""192"": 0.3682256867112101, ""281"": 0.5501113585746102, ""512"": 0.6317743132887899, ""682"": 0.7654046028210839, ""1024"": 0.8715664439495174}",3.5,fp4,281,belady,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,cuda:1,2671,781,1890,3402,731,1210,1461,1461,0,1461,0,1210,781,429,929,281,0,1461,2671,1385,0,1385,1286,781,505,604,682,0,1210,0,1286,16176906240,17192976384,15427.5,16396.5,16,964.22,1024.78,0.5469861475102957,0.5185323848745788,0.0,0.5185323848745789,0.4294532627865961,0.7851263962375074,1461,127,828,1933,"{""64"": 0.0, ""74"": 0.0, ""128"": 0.5995893223819302, ""192"": 0.6057494866529775, ""281"": 0.6919917864476386, ""512"": 0.7980835044490076, ""682"": 0.8596851471594799, ""1024"": 0.9363449691991786}",3.5,fp4,281,belady,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
q0,0,pooled,5512,1642,3870,6966,1454,2704,2808,2750,0,2750,0,2762,1642,1120,2098,562,0,2750,5512,2532,0,2532,2980,1642,1338,1616,1364,1,2761,0,2980,36926128128,39840645120,35215.5,37995.0,16,2200.97,2374.69,0.498911465892598,0.4593613933236575,0.0003620564808110065,0.45936139332365744,0.3947746195808211,0.7912718920470858,0,,,,,3.5,fp4,281,belady,8.5,682,per-device,eager,6,cold,1,591072115feb12fe818b0caea4018f03ced23cacc6cb7a7a5544a3f31f3132d8
