prompt,prompt_idx,forward_step,phase,device,requests,vram_hits,vram_cold,vram_evictions,host_hits,host_misses,host_evictions,vram_policy,vram_dtype,persist
q0,0,1,decode,pooled,258,20,238,238,162,96,96,static_hotset+dyn,fp16,1
q0,0,2,decode,pooled,258,34,224,224,152,106,106,static_hotset+dyn,fp16,1
q0,0,3,decode,pooled,258,31,227,227,163,95,95,static_hotset+dyn,fp16,1
q0,0,4,decode,pooled,258,35,223,223,170,88,88,static_hotset+dyn,fp16,1
q0,0,5,decode,pooled,258,28,230,230,174,84,84,static_hotset+dyn,fp16,1
q0,0,6,decode,pooled,258,36,222,222,163,95,95,static_hotset+dyn,fp16,1
q0,0,7,decode,pooled,258,36,222,222,174,84,84,static_hotset+dyn,fp16,1
q0,0,8,decode,pooled,258,36,222,222,168,90,90,static_hotset+dyn,fp16,1
q0,0,9,decode,pooled,258,34,224,224,150,108,108,static_hotset+dyn,fp16,1
q0,0,10,decode,pooled,258,27,231,231,149,109,109,static_hotset+dyn,fp16,1
q0,0,11,decode,pooled,258,34,224,224,182,76,76,static_hotset+dyn,fp16,1
q0,0,12,decode,pooled,258,18,240,240,160,98,98,static_hotset+dyn,fp16,1
q0,0,13,decode,pooled,258,35,223,223,191,67,67,static_hotset+dyn,fp16,1
q0,0,14,decode,pooled,258,33,225,225,183,75,75,static_hotset+dyn,fp16,1
q0,0,15,decode,pooled,258,36,222,222,191,67,67,static_hotset+dyn,fp16,1
q0,0,0,prefill,cuda:0,861,0,861,224,0,861,179,belady,fp16,1
q0,0,0,prefill,cuda:1,781,0,781,229,0,781,99,belady,fp16,1
q0,0,1,decode,cuda:0,132,74,58,54,83,49,49,belady,fp16,1
q0,0,1,decode,cuda:1,126,74,52,46,79,47,47,belady,fp16,1
q0,0,2,decode,cuda:0,132,9,123,85,69,63,63,belady,fp16,1
q0,0,2,decode,cuda:1,126,49,77,28,83,43,43,belady,fp16,1
q0,0,3,decode,cuda:0,132,63,69,23,79,53,53,belady,fp16,1
q0,0,3,decode,cuda:1,126,65,61,38,84,42,42,belady,fp16,1
q0,0,4,decode,cuda:0,132,50,82,32,77,55,55,belady,fp16,1
q0,0,4,decode,cuda:1,126,63,63,30,93,33,33,belady,fp16,1
q0,0,5,decode,cuda:0,132,45,87,19,74,58,58,belady,fp16,1
q0,0,5,decode,cuda:1,126,73,53,29,100,26,26,belady,fp16,1
q0,0,6,decode,cuda:0,132,47,85,38,71,61,61,belady,fp16,1
q0,0,6,decode,cuda:1,126,63,63,17,92,34,34,belady,fp16,1
q0,0,7,decode,cuda:0,132,67,65,32,76,56,56,belady,fp16,1
q0,0,7,decode,cuda:1,126,74,52,48,98,28,28,belady,fp16,1
q0,0,8,decode,cuda:0,132,63,69,46,81,51,51,belady,fp16,1
q0,0,8,decode,cuda:1,126,55,71,38,87,39,39,belady,fp16,1
q0,0,9,decode,cuda:0,132,50,82,62,64,68,68,belady,fp16,1
q0,0,9,decode,cuda:1,126,65,61,23,86,40,40,belady,fp16,1
q0,0,10,decode,cuda:0,132,50,82,42,73,59,59,belady,fp16,1
q0,0,10,decode,cuda:1,126,70,56,37,76,50,50,belady,fp16,1
q0,0,11,decode,cuda:0,132,58,74,52,89,43,43,belady,fp16,1
q0,0,11,decode,cuda:1,126,61,65,38,93,33,33,belady,fp16,1
q0,0,12,decode,cuda:0,132,18,114,108,62,70,70,belady,fp16,1
q0,0,12,decode,cuda:1,126,66,60,38,98,28,28,belady,fp16,1
q0,0,13,decode,cuda:0,132,53,79,63,87,45,45,belady,fp16,1
q0,0,13,decode,cuda:1,126,71,55,23,104,22,22,belady,fp16,1
q0,0,14,decode,cuda:0,132,61,71,54,76,56,56,belady,fp16,1
q0,0,14,decode,cuda:1,126,67,59,57,107,19,19,belady,fp16,1
q0,0,15,decode,cuda:0,132,55,77,77,86,46,46,belady,fp16,1
q0,0,15,decode,cuda:1,126,63,63,63,105,21,21,belady,fp16,1
q0,0,0,prefill,pooled,1642,0,1642,453,0,1642,278,belady,fp16,1
q0,0,1,decode,pooled,258,148,110,100,162,96,96,belady,fp16,1
q0,0,2,decode,pooled,258,58,200,113,152,106,106,belady,fp16,1
q0,0,3,decode,pooled,258,128,130,61,163,95,95,belady,fp16,1
q0,0,4,decode,pooled,258,113,145,62,170,88,88,belady,fp16,1
q0,0,5,decode,pooled,258,118,140,48,174,84,84,belady,fp16,1
q0,0,6,decode,pooled,258,110,148,55,163,95,95,belady,fp16,1
q0,0,7,decode,pooled,258,141,117,80,174,84,84,belady,fp16,1
q0,0,8,decode,pooled,258,118,140,84,168,90,90,belady,fp16,1
q0,0,9,decode,pooled,258,115,143,85,150,108,108,belady,fp16,1
q0,0,10,decode,pooled,258,120,138,79,149,109,109,belady,fp16,1
q0,0,11,decode,pooled,258,119,139,90,182,76,76,belady,fp16,1
q0,0,12,decode,pooled,258,84,174,146,160,98,98,belady,fp16,1
q0,0,13,decode,pooled,258,124,134,86,191,67,67,belady,fp16,1
q0,0,14,decode,pooled,258,128,130,111,183,75,75,belady,fp16,1
q0,0,15,decode,pooled,258,118,140,140,191,67,67,belady,fp16,1
