scope,regime,policy,pin_frac,budget_gib,slots,initial_records,initial_state_gib,repopulation_charged,requests,hits,misses,evictions,hit_rate,prefill_misses,decode_misses,prefill_hits,decode_hits,miss_frac,ssd_MiB_per_token,wall_s_at_0.29GiBps,wall_s_at_0.33GiBps,wall_s_at_0.37GiBps,wall_s_at_3.0GiBps,wall_s_at_5.0GiBps,wall_s_at_7.0GiBps,wall_s_at_12.0GiBps
gpu0,A,lru,,3,240,0,0.0,0,2613,657,1956,1716,0.251435,633,1323,0,657,0.748565,1558.7,83.981,73.801,65.823,8.118,4.871,3.479,2.03
gpu0,A,engine_priority_lru,,3,240,0,0.0,0,2613,293,2320,2080,0.112132,633,1687,0,293,0.887868,1848.8,99.609,87.536,78.072,9.629,5.777,4.127,2.407
gpu0,A,arc,,3,240,0,0.0,0,2613,564,2049,1809,0.215844,633,1416,0,564,0.784156,1632.8,87.974,77.31,68.953,8.504,5.102,3.645,2.126
gpu0,A,lfu,,3,240,0,0.0,0,2613,766,1847,1607,0.29315,633,1214,0,766,0.70685,1471.8,79.301,69.689,62.155,7.666,4.599,3.285,1.916
gpu0,A,freq_x_recency,,3,240,0,0.0,0,2613,746,1867,1627,0.285496,633,1234,0,746,0.714504,1487.8,80.16,70.443,62.828,7.749,4.649,3.321,1.937
gpu0,A,layer_lru,,3,240,0,0.0,0,2613,123,2490,2380,0.047072,633,1857,0,123,0.952928,1984.2,106.908,93.95,83.793,10.334,6.201,4.429,2.584
gpu0,A,cost_aware,,3,240,0,0.0,0,2613,657,1956,1716,0.251435,633,1323,0,657,0.748565,1558.7,83.981,73.801,65.823,8.118,4.871,3.479,2.03
gpu0,A,belady_cold,,3,240,0,0.0,0,2613,1232,1381,1141,0.471489,633,748,0,1232,0.528511,1100.5,59.293,52.106,46.473,5.732,3.439,2.456,1.433
gpu0,B,freq_lru_warmup,0.5,3,240,0,0.0,120,2613,93,2640,2400,0.035591,633,2007,0,93,1.010333,2103.8,113.349,99.609,88.841,10.957,6.574,4.696,2.739
gpu0,B,freq_lru_warmup_s4,0.5,3,240,0,0.0,14,2613,694,1933,1693,0.265595,633,1300,0,694,0.739763,1540.4,82.994,72.934,65.049,8.023,4.814,3.438,2.006
gpu0,C,static_freq_prewarm,,3,240,240,2.988,0,2613,1281,1332,0,0.490241,489,843,144,1137,0.509759,1061.4,57.19,50.257,44.824,5.528,3.317,2.369,1.382
gpu0,C,static_layer_freq_prewarm,,3,240,110,1.37,0,2613,781,1832,0,0.29889,554,1278,79,702,0.70111,1459.9,78.657,69.123,61.65,7.604,4.562,3.259,1.901
gpu0,C,freq_lru_prewarm,0.25,3,240,60,0.747,0,2613,809,1804,1624,0.309606,590,1214,43,766,0.690394,1437.6,77.455,68.066,60.708,7.487,4.492,3.209,1.872
gpu0,C,freq_lru_prewarm,0.5,3,240,120,1.494,0,2613,1012,1601,1481,0.387294,555,1046,78,934,0.612706,1275.8,68.739,60.407,53.877,6.645,3.987,2.848,1.661
gpu0,C,freq_lru_prewarm,0.75,3,240,180,2.241,0,2613,1120,1493,1433,0.428626,517,976,116,1004,0.571374,1189.7,64.102,56.332,50.242,6.197,3.718,2.656,1.549
gpu0,C,freq_lru_prewarm,0.9,3,240,216,2.689,0,2613,1209,1404,1380,0.462687,489,915,144,1065,0.537313,1118.8,60.281,52.974,47.247,5.827,3.496,2.497,1.457
gpu0,C,freq_lru_prewarm,0.99,3,240,237,2.951,0,2613,1272,1341,1338,0.486797,489,852,144,1128,0.513203,1068.6,57.576,50.597,45.127,5.566,3.339,2.385,1.391
gpu0,C,lru_prewarm_topN,,3,240,240,2.988,0,2613,671,1942,1942,0.256793,619,1323,14,657,0.743207,1547.5,83.38,73.273,65.352,8.06,4.836,3.454,2.015
gpu0,C,belady_same_state_prewarm,,3,240,240,2.988,0,2613,1410,1203,1203,0.53961,489,714,144,1266,0.46039,958.6,51.651,45.39,40.483,4.993,2.996,2.14,1.248
gpu0,C,belady_pin_same_state,0.25,3,240,60,0.747,0,2613,1291,1322,1142,0.494068,590,732,43,1248,0.505932,1053.5,56.76,49.88,44.488,5.487,3.292,2.351,1.372
gpu0,C,belady_pin_same_state,0.5,3,240,120,1.494,0,2613,1340,1273,1153,0.512821,555,718,78,1262,0.487179,1014.4,54.656,48.031,42.839,5.283,3.17,2.264,1.321
gpu0,C,belady_pin_same_state,0.75,3,240,180,2.241,0,2613,1362,1251,1191,0.52124,517,734,116,1246,0.47876,996.9,53.712,47.201,42.098,5.192,3.115,2.225,1.298
gpu0,C,belady_pin_same_state,0.9,3,240,216,2.689,0,2613,1352,1261,1237,0.517413,489,772,144,1208,0.482587,1004.9,54.141,47.579,42.435,5.234,3.14,2.243,1.308
gpu0,C,belady_pin_same_state,0.99,3,240,237,2.951,0,2613,1295,1318,1315,0.495599,489,829,144,1151,0.504401,1050.3,56.588,49.729,44.353,5.47,3.282,2.344,1.368
gpu0,A,lru,,3.5,281,0,0.0,0,2613,680,1933,1652,0.260237,633,1300,0,680,0.739763,1540.4,82.994,72.934,65.049,8.023,4.814,3.438,2.006
gpu0,A,engine_priority_lru,,3.5,281,0,0.0,0,2613,329,2284,2003,0.125909,633,1651,0,329,0.874091,1820.1,98.064,86.177,76.861,9.479,5.688,4.063,2.37
gpu0,A,arc,,3.5,281,0,0.0,0,2613,622,1991,1710,0.238041,633,1358,0,622,0.761959,1586.6,85.484,75.122,67.001,8.263,4.958,3.541,2.066
gpu0,A,lfu,,3.5,281,0,0.0,0,2613,824,1789,1508,0.315346,633,1156,0,824,0.684654,1425.6,76.811,67.5,60.203,7.425,4.455,3.182,1.856
gpu0,A,freq_x_recency,,3.5,281,0,0.0,0,2613,831,1782,1501,0.318025,633,1149,0,831,0.681975,1420.0,76.51,67.236,59.968,7.396,4.438,3.17,1.849
gpu0,A,layer_lru,,3.5,281,0,0.0,0,2613,361,2252,2120,0.138155,633,1619,0,361,0.861845,1794.6,96.69,84.97,75.784,9.347,5.608,4.006,2.337
gpu0,A,cost_aware,,3.5,281,0,0.0,0,2613,680,1933,1652,0.260237,633,1300,0,680,0.739763,1540.4,82.994,72.934,65.049,8.023,4.814,3.438,2.006
gpu0,A,belady_cold,,3.5,281,0,0.0,0,2613,1273,1340,1059,0.487179,633,707,0,1273,0.512821,1067.8,57.533,50.559,45.093,5.562,3.337,2.384,1.39
gpu0,B,freq_lru_warmup,0.5,3.5,281,0,0.0,140,2613,561,2192,1911,0.214696,633,1559,0,561,0.838883,1746.8,94.114,82.706,73.765,9.098,5.459,3.899,2.274
gpu0,B,freq_lru_warmup_s4,0.5,3.5,281,0,0.0,9,2613,742,1880,1599,0.283965,633,1247,0,742,0.71948,1498.1,80.718,70.934,63.265,7.803,4.682,3.344,1.951
gpu0,C,static_freq_prewarm,,3.5,281,281,3.499,0,2613,1382,1231,0,0.528894,467,764,166,1216,0.471106,981.0,52.853,46.447,41.425,5.109,3.065,2.19,1.277
gpu0,C,static_layer_freq_prewarm,,3.5,281,132,1.644,0,2613,880,1733,0,0.336778,536,1197,97,783,0.663222,1381.0,74.406,65.388,58.319,7.193,4.316,3.083,1.798
gpu0,C,freq_lru_prewarm,0.25,3.5,281,70,0.872,0,2613,903,1710,1499,0.34558,586,1124,47,856,0.65442,1362.7,73.419,64.52,57.545,7.097,4.258,3.042,1.774
gpu0,C,freq_lru_prewarm,0.5,3.5,281,140,1.743,0,2613,1100,1513,1372,0.420972,536,977,97,1003,0.579028,1205.7,64.961,57.087,50.915,6.28,3.768,2.691,1.57
gpu0,C,freq_lru_prewarm,0.75,3.5,281,210,2.615,0,2613,1250,1363,1292,0.478377,489,874,144,1106,0.521623,1086.1,58.521,51.427,45.867,5.657,3.394,2.424,1.414
gpu0,C,freq_lru_prewarm,0.9,3.5,281,252,3.138,0,2613,1317,1296,1267,0.504018,489,807,144,1173,0.495982,1032.8,55.644,48.899,43.613,5.379,3.227,2.305,1.345
gpu0,C,freq_lru_prewarm,0.99,3.5,281,278,3.461,0,2613,1376,1237,1234,0.526598,470,767,163,1213,0.473402,985.7,53.111,46.673,41.627,5.134,3.08,2.2,1.284
gpu0,C,lru_prewarm_topN,,3.5,281,281,3.499,0,2613,721,1892,1892,0.275928,592,1300,41,680,0.724072,1507.7,81.233,71.387,63.669,7.853,4.712,3.365,1.963
gpu0,C,belady_same_state_prewarm,,3.5,281,281,3.499,0,2613,1496,1117,1117,0.572522,467,650,166,1330,0.427478,890.1,47.958,42.145,37.589,4.636,2.782,1.987,1.159
gpu0,C,belady_pin_same_state,0.25,3.5,281,70,0.872,0,2613,1342,1271,1060,0.513586,586,685,47,1295,0.486414,1012.8,54.57,47.956,42.771,5.275,3.165,2.261,1.319
gpu0,C,belady_pin_same_state,0.5,3.5,281,140,1.743,0,2613,1409,1204,1063,0.539227,536,668,97,1312,0.460773,959.4,51.694,45.428,40.517,4.997,2.998,2.142,1.249
gpu0,C,belady_pin_same_state,0.75,3.5,281,210,2.615,0,2613,1458,1155,1084,0.557979,489,666,144,1314,0.442021,920.4,49.59,43.579,38.868,4.794,2.876,2.054,1.198
gpu0,C,belady_pin_same_state,0.9,3.5,281,252,3.138,0,2613,1446,1167,1138,0.553387,489,678,144,1302,0.446613,930.0,50.105,44.032,39.272,4.844,2.906,2.076,1.211
gpu0,C,belady_pin_same_state,0.99,3.5,281,278,3.461,0,2613,1396,1217,1214,0.534252,470,747,163,1233,0.465748,969.8,52.252,45.918,40.954,5.051,3.031,2.165,1.263
gpu0,A,lru,,4,321,0,0.0,0,2613,780,1833,1512,0.298507,633,1200,0,780,0.701493,1460.7,78.7,69.161,61.684,7.608,4.565,3.26,1.902
gpu0,A,engine_priority_lru,,4,321,0,0.0,0,2613,358,2255,1934,0.137007,633,1622,0,358,0.862993,1797.0,96.819,85.083,75.885,9.359,5.615,4.011,2.34
gpu0,A,arc,,4,321,0,0.0,0,2613,724,1889,1568,0.277076,633,1256,0,724,0.722924,1505.3,81.104,71.274,63.568,7.84,4.704,3.36,1.96
gpu0,A,lfu,,4,321,0,0.0,0,2613,879,1734,1413,0.336395,633,1101,0,879,0.663605,1381.8,74.449,65.425,58.352,7.197,4.318,3.084,1.799
gpu0,A,freq_x_recency,,4,321,0,0.0,0,2613,915,1698,1377,0.350172,633,1065,0,915,0.649828,1353.1,72.904,64.067,57.141,7.047,4.228,3.02,1.762
gpu0,A,layer_lru,,4,321,0,0.0,0,2613,469,2144,1990,0.179487,633,1511,0,469,0.820513,1708.5,92.053,80.895,72.149,8.898,5.339,3.814,2.225
gpu0,A,cost_aware,,4,321,0,0.0,0,2613,780,1833,1512,0.298507,633,1200,0,780,0.701493,1460.7,78.7,69.161,61.684,7.608,4.565,3.26,1.902
gpu0,A,belady_cold,,4,321,0,0.0,0,2613,1313,1300,979,0.502488,633,667,0,1313,0.497512,1035.9,55.816,49.05,43.747,5.396,3.237,2.312,1.349
gpu0,B,freq_lru_warmup,0.5,4,321,0,0.0,160,2613,591,2182,1861,0.226177,633,1549,0,591,0.835055,1738.8,93.684,82.329,73.428,9.056,5.434,3.881,2.264
gpu0,B,freq_lru_warmup_s4,0.5,4,321,0,0.0,0,2613,782,1831,1510,0.299273,633,1198,0,782,0.700727,1459.1,78.614,69.085,61.616,7.599,4.56,3.257,1.9
gpu0,C,static_freq_prewarm,,4,321,321,3.997,0,2613,1462,1151,0,0.55951,427,724,206,1256,0.44049,917.2,49.418,43.428,38.733,4.777,2.866,2.047,1.194
gpu0,C,static_layer_freq_prewarm,,4,321,154,1.917,0,2613,976,1637,0,0.373517,528,1109,105,871,0.626483,1304.5,70.285,61.765,55.088,6.794,4.077,2.912,1.699
gpu0,C,freq_lru_prewarm,0.25,4,321,80,0.996,0,2613,978,1635,1394,0.374282,576,1059,57,921,0.625718,1302.9,70.199,61.69,55.021,6.786,4.072,2.908,1.696
gpu0,C,freq_lru_prewarm,0.5,4,321,160,1.992,0,2613,1178,1435,1274,0.450823,536,899,97,1081,0.549177,1143.5,61.612,54.144,48.29,5.956,3.573,2.552,1.489
gpu0,C,freq_lru_prewarm,0.75,4,321,240,2.988,0,2613,1338,1275,1194,0.512055,489,786,144,1194,0.487945,1016.0,54.742,48.107,42.906,5.292,3.175,2.268,1.323
gpu0,C,freq_lru_prewarm,0.9,4,321,288,3.586,0,2613,1397,1216,1183,0.534635,460,756,173,1224,0.465365,969.0,52.209,45.881,40.921,5.047,3.028,2.163,1.262
gpu0,C,freq_lru_prewarm,0.99,4,321,317,3.947,0,2613,1454,1159,1155,0.556449,431,728,202,1252,0.443551,923.6,49.762,43.73,39.002,4.81,2.886,2.062,1.203
gpu0,C,lru_prewarm_topN,,4,321,321,3.997,0,2613,846,1767,1767,0.323766,567,1200,66,780,0.676234,1408.1,75.866,66.67,59.463,7.334,4.4,3.143,1.833
gpu0,C,belady_same_state_prewarm,,4,321,321,3.997,0,2613,1576,1037,1037,0.603138,427,610,206,1370,0.396862,826.4,44.524,39.127,34.897,4.304,2.582,1.845,1.076
gpu0,C,belady_pin_same_state,0.25,4,321,80,0.996,0,2613,1392,1221,980,0.532721,576,645,57,1335,0.467279,973.0,52.424,46.069,41.089,5.068,3.041,2.172,1.267
gpu0,C,belady_pin_same_state,0.5,4,321,160,1.992,0,2613,1465,1148,987,0.560658,536,612,97,1368,0.439342,914.8,49.289,43.315,38.632,4.765,2.859,2.042,1.191
gpu0,C,belady_pin_same_state,0.75,4,321,240,2.988,0,2613,1514,1099,1018,0.579411,489,610,144,1370,0.420589,875.8,47.186,41.466,36.983,4.561,2.737,1.955,1.14
gpu0,C,belady_pin_same_state,0.9,4,321,288,3.586,0,2613,1518,1095,1062,0.580941,460,635,173,1345,0.419059,872.6,47.014,41.315,36.849,4.545,2.727,1.948,1.136
gpu0,C,belady_pin_same_state,0.99,4,321,317,3.947,0,2613,1483,1130,1126,0.567547,431,699,202,1281,0.432453,900.5,48.517,42.636,38.027,4.69,2.814,2.01,1.172
gpu0,A,lru,,6,481,0,0.0,0,2613,1084,1529,1048,0.414849,633,896,0,1084,0.585151,1218.4,65.648,57.69,51.454,6.346,3.808,2.72,1.586
gpu0,A,engine_priority_lru,,6,481,0,0.0,0,2613,569,2044,1563,0.217757,633,1411,0,569,0.782243,1628.8,87.759,77.122,68.784,8.483,5.09,3.636,2.121
gpu0,A,arc,,6,481,0,0.0,0,2613,984,1629,1148,0.376579,633,996,0,984,0.623421,1298.1,69.941,61.464,54.819,6.761,4.057,2.898,1.69
gpu0,A,lfu,,6,481,0,0.0,0,2613,1084,1529,1048,0.414849,633,896,0,1084,0.585151,1218.4,65.648,57.69,51.454,6.346,3.808,2.72,1.586
gpu0,A,freq_x_recency,,6,481,0,0.0,0,2613,1093,1520,1039,0.418293,633,887,0,1093,0.581707,1211.2,65.261,57.351,51.151,6.309,3.785,2.704,1.577
gpu0,A,layer_lru,,6,481,0,0.0,0,2613,630,1983,1741,0.241102,633,1350,0,630,0.758898,1580.2,85.14,74.82,66.732,8.23,4.938,3.527,2.058
gpu0,A,cost_aware,,6,481,0,0.0,0,2613,1084,1529,1048,0.414849,633,896,0,1084,0.585151,1218.4,65.648,57.69,51.454,6.346,3.808,2.72,1.586
gpu0,A,belady_cold,,6,481,0,0.0,0,2613,1316,1297,816,0.503636,633,664,0,1316,0.496364,1033.5,55.687,48.937,43.646,5.383,3.23,2.307,1.346
gpu0,B,freq_lru_warmup,0.5,6,481,0,0.0,152,2613,834,1931,1450,0.319173,633,1298,0,834,0.738997,1538.8,82.908,72.858,64.982,8.014,4.809,3.435,2.004
gpu0,B,freq_lru_warmup_s4,0.5,6,481,0,0.0,40,2613,1056,1597,1116,0.404133,633,964,0,1056,0.611175,1272.6,68.567,60.256,53.742,6.628,3.977,2.841,1.657
gpu0,C,static_freq_prewarm,,6,481,481,5.989,0,2613,1782,831,0,0.681975,370,461,263,1519,0.318025,662.2,35.679,31.354,27.965,3.449,2.069,1.478,0.862
gpu0,C,static_layer_freq_prewarm,,6,481,242,3.013,0,2613,1264,1349,0,0.483735,473,876,160,1104,0.516265,1075.0,57.919,50.899,45.396,5.599,3.359,2.4,1.4
gpu0,C,freq_lru_prewarm,0.25,6,481,120,1.494,0,2613,1235,1378,1017,0.472637,555,823,78,1157,0.527363,1098.1,59.165,51.993,46.372,5.719,3.432,2.451,1.43
gpu0,C,freq_lru_prewarm,0.5,6,481,240,2.988,0,2613,1423,1190,949,0.544585,489,701,144,1279,0.455415,948.3,51.093,44.9,40.046,4.939,2.963,2.117,1.235
gpu0,C,freq_lru_prewarm,0.75,6,481,360,4.482,0,2613,1604,1009,888,0.613854,388,621,245,1359,0.386146,804.0,43.321,38.07,33.955,4.188,2.513,1.795,1.047
gpu0,C,freq_lru_prewarm,0.9,6,481,432,5.379,0,2613,1698,915,866,0.649828,370,545,263,1435,0.350172,729.1,39.286,34.524,30.791,3.798,2.279,1.628,0.949
gpu0,C,freq_lru_prewarm,0.99,6,481,476,5.927,0,2613,1772,841,836,0.678148,370,471,263,1509,0.321852,670.2,36.108,31.732,28.301,3.49,2.094,1.496,0.873
gpu0,C,lru_prewarm_topN,,6,481,481,5.989,0,2613,1248,1365,1365,0.477612,469,896,164,1084,0.522388,1087.7,58.606,51.503,45.935,5.665,3.399,2.428,1.416
gpu0,C,belady_same_state_prewarm,,6,481,481,5.989,0,2613,1796,817,817,0.687333,370,447,263,1533,0.312667,651.0,35.078,30.826,27.494,3.391,2.035,1.453,0.848
gpu0,C,belady_pin_same_state,0.25,6,481,120,1.494,0,2613,1436,1177,816,0.54956,555,622,78,1358,0.45044,937.9,50.535,44.409,39.608,4.885,2.931,2.094,1.221
gpu0,C,belady_pin_same_state,0.5,6,481,240,2.988,0,2613,1556,1057,816,0.595484,489,568,144,1412,0.404516,842.3,45.382,39.881,35.57,4.387,2.632,1.88,1.097
gpu0,C,belady_pin_same_state,0.75,6,481,360,4.482,0,2613,1676,937,816,0.641408,388,549,245,1431,0.358592,746.7,40.23,35.354,31.532,3.889,2.333,1.667,0.972
gpu0,C,belady_pin_same_state,0.9,6,481,432,5.379,0,2613,1748,865,816,0.668963,370,495,263,1485,0.331037,689.3,37.139,32.637,29.109,3.59,2.154,1.539,0.898
gpu0,C,belady_pin_same_state,0.99,6,481,476,5.927,0,2613,1783,830,825,0.682357,370,460,263,1520,0.317643,661.4,35.636,31.317,27.931,3.445,2.067,1.476,0.861
gpu0,A,lru,,8,642,0,0.0,0,2613,1192,1421,779,0.456181,633,788,0,1192,0.543819,1132.4,61.011,53.616,47.819,5.898,3.539,2.528,1.474
gpu0,A,engine_priority_lru,,8,642,0,0.0,0,2613,820,1793,1151,0.313816,633,1160,0,820,0.686184,1428.8,76.983,67.651,60.338,7.442,4.465,3.189,1.86
gpu0,A,arc,,8,642,0,0.0,0,2613,1186,1427,785,0.453884,633,794,0,1186,0.546116,1137.1,61.268,53.842,48.021,5.923,3.554,2.538,1.481
gpu0,A,lfu,,8,642,0,0.0,0,2613,1195,1418,776,0.457329,633,785,0,1195,0.542671,1130.0,60.882,53.502,47.718,5.885,3.531,2.522,1.471
gpu0,A,freq_x_recency,,8,642,0,0.0,0,2613,1194,1419,777,0.456946,633,786,0,1194,0.543054,1130.8,60.925,53.54,47.752,5.889,3.534,2.524,1.472
gpu0,A,layer_lru,,8,642,0,0.0,0,2613,800,1813,1505,0.306162,633,1180,0,800,0.693838,1444.7,77.841,68.406,61.011,7.525,4.515,3.225,1.881
gpu0,A,cost_aware,,8,642,0,0.0,0,2613,1192,1421,779,0.456181,633,788,0,1192,0.543819,1132.4,61.011,53.616,47.819,5.898,3.539,2.528,1.474
gpu0,A,belady_cold,,8,642,0,0.0,0,2613,1316,1297,655,0.503636,633,664,0,1316,0.496364,1033.5,55.687,48.937,43.646,5.383,3.23,2.307,1.346
gpu0,B,freq_lru_warmup,0.5,8,642,0,0.0,0,2613,1106,1507,865,0.423268,633,874,0,1106,0.576732,1200.9,64.703,56.86,50.713,6.255,3.753,2.681,1.564
gpu0,B,freq_lru_warmup_s4,0.5,8,642,0,0.0,121,2613,1196,1538,896,0.457711,633,905,0,1196,0.588595,1225.6,66.034,58.03,51.756,6.383,3.83,2.736,1.596
gpu0,C,static_freq_prewarm,,8,642,642,7.994,0,2613,1958,655,0,0.74933,224,431,409,1549,0.25067,522.0,28.122,24.714,22.042,2.719,1.631,1.165,0.68
gpu0,C,static_layer_freq_prewarm,,8,642,308,3.835,0,2613,1430,1183,0,0.547264,436,747,197,1233,0.452736,942.7,50.792,44.636,39.81,4.91,2.946,2.104,1.227
gpu0,C,freq_lru_prewarm,0.25,8,642,160,1.992,0,2613,1360,1253,771,0.520475,536,717,97,1263,0.479525,998.5,53.798,47.277,42.166,5.2,3.12,2.229,1.3
gpu0,C,freq_lru_prewarm,0.5,8,642,321,3.997,0,2613,1591,1022,701,0.608879,427,595,206,1385,0.391121,814.4,43.88,38.561,34.392,4.242,2.545,1.818,1.06
gpu0,C,freq_lru_prewarm,0.75,8,642,481,5.989,0,2613,1797,816,655,0.687715,370,446,263,1534,0.312285,650.2,35.035,30.788,27.46,3.387,2.032,1.451,0.847
gpu0,C,freq_lru_prewarm,0.9,8,642,577,7.184,0,2613,1893,720,655,0.724455,289,431,344,1549,0.275545,573.8,30.913,27.166,24.229,2.988,1.793,1.281,0.747
gpu0,C,freq_lru_prewarm,0.99,8,642,635,7.906,0,2613,1951,662,655,0.746651,231,431,402,1549,0.253349,527.5,28.423,24.978,22.278,2.748,1.649,1.178,0.687
gpu0,C,lru_prewarm_topN,,8,642,642,7.994,0,2613,1567,1046,1046,0.599694,258,788,375,1192,0.400306,833.5,44.91,39.466,35.2,4.341,2.605,1.861,1.085
gpu0,C,belady_same_state_prewarm,,8,642,642,7.994,0,2613,1958,655,655,0.74933,224,431,409,1549,0.25067,522.0,28.122,24.714,22.042,2.719,1.631,1.165,0.68
gpu0,C,belady_pin_same_state,0.25,8,642,160,1.992,0,2613,1476,1137,655,0.564868,536,601,97,1379,0.435132,906.0,48.817,42.9,38.262,4.719,2.831,2.022,1.18
gpu0,C,belady_pin_same_state,0.5,8,642,321,3.997,0,2613,1637,976,655,0.626483,427,549,206,1431,0.373517,777.8,41.905,36.825,32.844,4.051,2.43,1.736,1.013
gpu0,C,belady_pin_same_state,0.75,8,642,481,5.989,0,2613,1797,816,655,0.687715,370,446,263,1534,0.312285,650.2,35.035,30.788,27.46,3.387,2.032,1.451,0.847
gpu0,C,belady_pin_same_state,0.9,8,642,577,7.184,0,2613,1893,720,655,0.724455,289,431,344,1549,0.275545,573.8,30.913,27.166,24.229,2.988,1.793,1.281,0.747
gpu0,C,belady_pin_same_state,0.99,8,642,635,7.906,0,2613,1951,662,655,0.746651,231,431,402,1549,0.253349,527.5,28.423,24.978,22.278,2.748,1.649,1.178,0.687
gpu1,A,lru,,1,80,0,0.0,0,2486,0,2486,2406,0.0,596,1890,0,0,1.0,1981.0,106.737,93.799,83.658,10.318,6.191,4.422,2.579
gpu1,A,engine_priority_lru,,1,80,0,0.0,0,2486,142,2344,2264,0.05712,596,1748,0,142,0.94288,1867.9,100.64,88.441,78.88,9.729,5.837,4.169,2.432
gpu1,A,arc,,1,80,0,0.0,0,2486,0,2486,2406,0.0,596,1890,0,0,1.0,1981.0,106.737,93.799,83.658,10.318,6.191,4.422,2.579
gpu1,A,lfu,,1,80,0,0.0,0,2486,527,1959,1879,0.211987,596,1363,0,527,0.788013,1561.1,84.11,73.915,65.924,8.131,4.878,3.485,2.033
gpu1,A,freq_x_recency,,1,80,0,0.0,0,2486,523,1963,1883,0.210378,596,1367,0,523,0.789622,1564.3,84.282,74.066,66.059,8.147,4.888,3.492,2.037
gpu1,A,layer_lru,,1,80,0,0.0,0,2486,0,2486,2465,0.0,596,1890,0,0,1.0,1981.0,106.737,93.799,83.658,10.318,6.191,4.422,2.579
gpu1,A,cost_aware,,1,80,0,0.0,0,2486,0,2486,2406,0.0,596,1890,0,0,1.0,1981.0,106.737,93.799,83.658,10.318,6.191,4.422,2.579
gpu1,A,belady_cold,,1,80,0,0.0,0,2486,977,1509,1429,0.393001,596,913,0,977,0.606999,1202.5,64.789,56.936,50.781,6.263,3.758,2.684,1.566
gpu1,B,freq_lru_warmup,0.5,1,80,0,0.0,40,2486,71,2455,2375,0.02856,596,1859,0,71,0.98753,1956.3,105.406,92.629,82.615,10.189,6.114,4.367,2.547
gpu1,B,freq_lru_warmup_s4,0.5,1,80,0,0.0,22,2486,260,2248,2168,0.104586,596,1652,0,260,0.904264,1791.4,96.518,84.819,75.649,9.33,5.598,3.999,2.333
gpu1,C,static_freq_prewarm,,1,80,80,0.996,0,2486,832,1654,0,0.334674,542,1112,54,778,0.665326,1318.0,71.015,62.407,55.66,6.865,4.119,2.942,1.716
gpu1,C,static_layer_freq_prewarm,,1,80,21,0.261,0,2486,273,2213,0,0.109815,578,1635,18,255,0.890185,1763.5,95.015,83.498,74.471,9.185,5.511,3.936,2.296
gpu1,C,freq_lru_prewarm,0.25,1,80,20,0.249,0,2486,289,2197,2137,0.116251,576,1621,20,269,0.883749,1750.7,94.328,82.895,73.933,9.118,5.471,3.908,2.28
gpu1,C,freq_lru_prewarm,0.5,1,80,40,0.498,0,2486,511,1975,1935,0.205551,561,1414,35,476,0.794449,1573.8,84.797,74.518,66.462,8.197,4.918,3.513,2.049
gpu1,C,freq_lru_prewarm,0.75,1,80,60,0.747,0,2486,685,1801,1781,0.275543,549,1252,47,638,0.724457,1435.2,77.326,67.953,60.607,7.475,4.485,3.204,1.869
gpu1,C,freq_lru_prewarm,0.9,1,80,72,0.896,0,2486,776,1710,1702,0.312148,544,1166,52,724,0.687852,1362.7,73.419,64.52,57.545,7.097,4.258,3.042,1.774
gpu1,C,freq_lru_prewarm,0.99,1,80,79,0.984,0,2486,825,1661,1660,0.331858,542,1119,54,771,0.668142,1323.6,71.315,62.671,55.896,6.894,4.136,2.954,1.723
gpu1,C,lru_prewarm_topN,,1,80,80,0.996,0,2486,4,2482,2482,0.001609,592,1890,4,0,0.998391,1977.8,106.565,93.648,83.524,10.301,6.181,4.415,2.575
gpu1,C,belady_same_state_prewarm,,1,80,80,0.996,0,2486,1031,1455,1455,0.414722,542,913,54,977,0.585278,1159.5,62.471,54.898,48.963,6.039,3.623,2.588,1.51
gpu1,C,belady_pin_same_state,0.25,1,80,20,0.249,0,2486,996,1490,1430,0.400644,576,914,20,976,0.599356,1187.3,63.973,56.219,50.141,6.184,3.71,2.65,1.546
gpu1,C,belady_pin_same_state,0.5,1,80,40,0.498,0,2486,996,1490,1450,0.400644,561,929,35,961,0.599356,1187.3,63.973,56.219,50.141,6.184,3.71,2.65,1.546
gpu1,C,belady_pin_same_state,0.75,1,80,60,0.747,0,2486,941,1545,1525,0.37852,549,996,47,894,0.62148,1231.2,66.335,58.294,51.992,6.412,3.847,2.748,1.603
gpu1,C,belady_pin_same_state,0.9,1,80,72,0.896,0,2486,874,1612,1604,0.351569,544,1068,52,822,0.648431,1284.6,69.211,60.822,54.247,6.69,4.014,2.867,1.673
gpu1,C,belady_pin_same_state,0.99,1,80,79,0.984,0,2486,825,1661,1660,0.331858,542,1119,54,771,0.668142,1323.6,71.315,62.671,55.896,6.894,4.136,2.954,1.723
gpu1,A,lru,,2,160,0,0.0,0,2486,819,1667,1507,0.329445,596,1071,0,819,0.670555,1328.4,71.573,62.897,56.098,6.919,4.151,2.965,1.73
gpu1,A,engine_priority_lru,,2,160,0,0.0,0,2486,252,2234,2074,0.101368,596,1638,0,252,0.898632,1780.2,95.917,84.291,75.178,9.272,5.563,3.974,2.318
gpu1,A,arc,,2,160,0,0.0,0,2486,625,1861,1701,0.251408,596,1265,0,625,0.748592,1483.0,79.902,70.217,62.626,7.724,4.634,3.31,1.931
