scope,regime,policy,pin_frac,budget_gib,slots,initial_records,initial_state_gib,repopulation_charged,requests,hits,misses,evictions,hit_rate,prefill_misses,decode_misses,prefill_hits,decode_hits,miss_frac,ssd_MiB_per_token,wall_s_at_0.29GiBps,wall_s_at_0.33GiBps,wall_s_at_0.37GiBps,wall_s_at_3.0GiBps,wall_s_at_5.0GiBps,wall_s_at_7.0GiBps,wall_s_at_12.0GiBps
full,C,belady_pin_same_state,0.25,32,2570,642,7.994,0,5099,3377,1722,0,0.662287,821,901,408,2969,0.337713,1372.2,73.934,64.972,57.948,7.147,4.288,3.063,1.787
full,C,belady_pin_same_state,0.5,32,2570,1285,16.0,0,5099,4020,1079,0,0.78839,394,685,835,3185,0.21161,859.8,46.327,40.712,36.31,4.478,2.687,1.919,1.12
full,C,belady_pin_same_state,0.75,32,2570,1927,23.993,0,5099,4662,437,0,0.914297,0,437,1229,3433,0.085703,348.2,18.763,16.488,14.706,1.814,1.088,0.777,0.453
full,C,belady_pin_same_state,0.9,32,2570,2313,28.8,0,5099,5048,51,0,0.989998,0,51,1229,3819,0.010002,40.6,2.19,1.924,1.716,0.212,0.127,0.091,0.053
full,C,belady_pin_same_state,0.99,32,2570,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,A,lru,,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,engine_priority_lru,,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,arc,,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,lfu,,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,freq_x_recency,,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,layer_lru,,48,3855,0,0.0,0,5099,2735,2364,28,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,cost_aware,,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,belady_cold,,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup,0.5,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup_s4,0.5,48,3855,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,C,static_freq_prewarm,,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,static_layer_freq_prewarm,,48,3855,2336,29.086,0,5099,5071,28,0,0.994509,0,28,1229,3842,0.005491,22.3,1.202,1.056,0.942,0.116,0.07,0.05,0.029
full,C,freq_lru_prewarm,0.25,48,3855,963,11.99,0,5099,3698,1401,0,0.72524,716,685,513,3185,0.27476,1116.4,60.152,52.861,47.146,5.815,3.489,2.492,1.454
full,C,freq_lru_prewarm,0.5,48,3855,1927,23.993,0,5099,4662,437,0,0.914297,0,437,1229,3433,0.085703,348.2,18.763,16.488,14.706,1.814,1.088,0.777,0.453
full,C,freq_lru_prewarm,0.75,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.9,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.99,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,lru_prewarm_topN,,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_same_state_prewarm,,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.25,48,3855,963,11.99,0,5099,3698,1401,0,0.72524,716,685,513,3185,0.27476,1116.4,60.152,52.861,47.146,5.815,3.489,2.492,1.454
full,C,belady_pin_same_state,0.5,48,3855,1927,23.993,0,5099,4662,437,0,0.914297,0,437,1229,3433,0.085703,348.2,18.763,16.488,14.706,1.814,1.088,0.777,0.453
full,C,belady_pin_same_state,0.75,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.9,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.99,48,3855,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,A,lru,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,engine_priority_lru,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,arc,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,lfu,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,freq_x_recency,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,layer_lru,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,cost_aware,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,belady_cold,,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup,0.5,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup_s4,0.5,64,5140,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,C,static_freq_prewarm,,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,static_layer_freq_prewarm,,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.25,64,5140,1285,16.0,0,5099,4020,1079,0,0.78839,394,685,835,3185,0.21161,859.8,46.327,40.712,36.31,4.478,2.687,1.919,1.12
full,C,freq_lru_prewarm,0.5,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.75,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.9,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.99,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,lru_prewarm_topN,,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_same_state_prewarm,,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.25,64,5140,1285,16.0,0,5099,4020,1079,0,0.78839,394,685,835,3185,0.21161,859.8,46.327,40.712,36.31,4.478,2.687,1.919,1.12
full,C,belady_pin_same_state,0.5,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.75,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.9,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.99,64,5140,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,A,lru,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,engine_priority_lru,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,arc,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,lfu,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,freq_x_recency,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,layer_lru,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,cost_aware,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,belady_cold,,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup,0.5,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup_s4,0.5,96,7710,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,C,static_freq_prewarm,,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,static_layer_freq_prewarm,,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.25,96,7710,1927,23.993,0,5099,4662,437,0,0.914297,0,437,1229,3433,0.085703,348.2,18.763,16.488,14.706,1.814,1.088,0.777,0.453
full,C,freq_lru_prewarm,0.5,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.75,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.9,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.99,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,lru_prewarm_topN,,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_same_state_prewarm,,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.25,96,7710,1927,23.993,0,5099,4662,437,0,0.914297,0,437,1229,3433,0.085703,348.2,18.763,16.488,14.706,1.814,1.088,0.777,0.453
full,C,belady_pin_same_state,0.5,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.75,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.9,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.99,96,7710,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,A,lru,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,engine_priority_lru,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,arc,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,lfu,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,freq_x_recency,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,layer_lru,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,cost_aware,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,A,belady_cold,,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup,0.5,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,B,freq_lru_warmup_s4,0.5,128,10280,0,0.0,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362,1883.8,101.499,89.196,79.553,9.812,5.887,4.205,2.453
full,C,static_freq_prewarm,,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,static_layer_freq_prewarm,,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.25,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.5,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.75,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.9,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,freq_lru_prewarm,0.99,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,lru_prewarm_topN,,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_same_state_prewarm,,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.25,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.5,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.75,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.9,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
full,C,belady_pin_same_state,0.99,128,10280,2364,29.435,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpu0,A,lru,,1,80,0,0.0,0,2613,0,2613,2533,0.0,633,1980,0,0,1.0,2082.2,112.189,98.591,87.932,10.845,6.507,4.648,2.711
gpu0,A,engine_priority_lru,,1,80,0,0.0,0,2613,108,2505,2425,0.041332,633,1872,0,108,0.958668,1996.2,107.552,94.516,84.298,10.397,6.238,4.456,2.599
gpu0,A,arc,,1,80,0,0.0,0,2613,0,2613,2533,0.0,633,1980,0,0,1.0,2082.2,112.189,98.591,87.932,10.845,6.507,4.648,2.711
gpu0,A,lfu,,1,80,0,0.0,0,2613,374,2239,2159,0.143131,633,1606,0,374,0.856869,1784.2,96.132,84.479,75.346,9.293,5.576,3.983,2.323
gpu0,A,freq_x_recency,,1,80,0,0.0,0,2613,334,2279,2199,0.127822,633,1646,0,334,0.872178,1816.1,97.849,85.989,76.692,9.459,5.675,4.054,2.365
gpu0,A,layer_lru,,1,80,0,0.0,0,2613,0,2613,2591,0.0,633,1980,0,0,1.0,2082.2,112.189,98.591,87.932,10.845,6.507,4.648,2.711
gpu0,A,cost_aware,,1,80,0,0.0,0,2613,0,2613,2533,0.0,633,1980,0,0,1.0,2082.2,112.189,98.591,87.932,10.845,6.507,4.648,2.711
gpu0,A,belady_cold,,1,80,0,0.0,0,2613,762,1851,1771,0.291619,633,1218,0,762,0.708381,1475.0,79.473,69.84,62.29,7.682,4.609,3.292,1.921
gpu0,B,freq_lru_warmup,0.5,1,80,0,0.0,40,2613,19,2634,2554,0.007271,633,2001,0,19,1.008037,2099.0,113.091,99.383,88.639,10.932,6.559,4.685,2.733
gpu0,B,freq_lru_warmup_s4,0.5,1,80,0,0.0,28,2613,202,2439,2359,0.077306,633,1806,0,202,0.93341,1943.6,104.719,92.025,82.077,10.123,6.074,4.338,2.531
gpu0,C,static_freq_prewarm,,1,80,80,0.996,0,2613,675,1938,0,0.258324,576,1362,57,618,0.741676,1544.3,83.208,73.122,65.217,8.043,4.826,3.447,2.011
gpu0,C,static_layer_freq_prewarm,,1,80,22,0.274,0,2613,218,2395,0,0.083429,617,1778,16,202,0.916571,1908.5,102.83,90.365,80.596,9.94,5.964,4.26,2.485
gpu0,C,freq_lru_prewarm,0.25,1,80,20,0.249,0,2613,223,2390,2330,0.085343,618,1772,15,208,0.914657,1904.5,102.615,90.177,80.428,9.919,5.952,4.251,2.48
gpu0,C,freq_lru_prewarm,0.5,1,80,40,0.498,0,2613,395,2218,2178,0.151167,600,1618,33,362,0.848833,1767.5,95.23,83.687,74.64,9.206,5.523,3.945,2.301
gpu0,C,freq_lru_prewarm,0.75,1,80,60,0.747,0,2613,548,2065,2045,0.209721,590,1475,43,505,0.790279,1645.5,88.661,77.914,69.491,8.571,5.142,3.673,2.143
gpu0,C,freq_lru_prewarm,0.9,1,80,72,0.896,0,2613,627,1986,1978,0.239954,584,1402,49,578,0.760046,1582.6,85.269,74.933,66.833,8.243,4.946,3.533,2.061
gpu0,C,freq_lru_prewarm,0.99,1,80,79,0.984,0,2613,669,1944,1943,0.256028,577,1367,56,613,0.743972,1549.1,83.466,73.349,65.419,8.068,4.841,3.458,2.017
gpu0,C,lru_prewarm_topN,,1,80,80,0.996,0,2613,0,2613,2613,0.0,633,1980,0,0,1.0,2082.2,112.189,98.591,87.932,10.845,6.507,4.648,2.711
gpu0,C,belady_same_state_prewarm,,1,80,80,0.996,0,2613,819,1794,1794,0.313433,576,1218,57,762,0.686567,1429.6,77.026,67.689,60.371,7.446,4.467,3.191,1.861
gpu0,C,belady_pin_same_state,0.25,1,80,20,0.249,0,2613,772,1841,1781,0.295446,618,1223,15,757,0.704554,1467.0,79.043,69.462,61.953,7.641,4.585,3.275,1.91
gpu0,C,belady_pin_same_state,0.5,1,80,40,0.498,0,2613,785,1828,1788,0.300421,600,1228,33,752,0.699579,1456.7,78.485,68.972,61.516,7.587,4.552,3.252,1.897
gpu0,C,belady_pin_same_state,0.75,1,80,60,0.747,0,2613,769,1844,1824,0.294298,590,1254,43,726,0.705702,1469.4,79.172,69.576,62.054,7.653,4.592,3.28,1.913
gpu0,C,belady_pin_same_state,0.9,1,80,72,0.896,0,2613,718,1895,1887,0.27478,584,1311,49,669,0.72522,1510.1,81.362,71.5,63.77,7.865,4.719,3.371,1.966
gpu0,C,belady_pin_same_state,0.99,1,80,79,0.984,0,2613,669,1944,1943,0.256028,577,1367,56,613,0.743972,1549.1,83.466,73.349,65.419,8.068,4.841,3.458,2.017
gpu0,A,lru,,2,160,0,0.0,0,2613,499,2114,1954,0.190968,633,1481,0,499,0.809032,1684.6,90.765,79.763,71.14,8.774,5.264,3.76,2.193
gpu0,A,engine_priority_lru,,2,160,0,0.0,0,2613,229,2384,2224,0.087639,633,1751,0,229,0.912361,1899.8,102.357,89.95,80.226,9.895,5.937,4.241,2.474
gpu0,A,arc,,2,160,0,0.0,0,2613,414,2199,2039,0.158439,633,1566,0,414,0.841561,1752.3,94.414,82.97,74.0,9.127,5.476,3.911,2.282
gpu0,A,lfu,,2,160,0,0.0,0,2613,645,1968,1808,0.246843,633,1335,0,645,0.753157,1568.2,84.496,74.254,66.227,8.168,4.901,3.501,2.042
gpu0,A,freq_x_recency,,2,160,0,0.0,0,2613,584,2029,1869,0.223498,633,1396,0,584,0.776502,1616.9,87.115,76.556,68.28,8.421,5.053,3.609,2.105
gpu0,A,layer_lru,,2,160,0,0.0,0,2613,3,2610,2544,0.001148,633,1977,0,3,0.998852,2079.8,112.061,98.477,87.831,10.833,6.5,4.643,2.708
gpu0,A,cost_aware,,2,160,0,0.0,0,2613,499,2114,1954,0.190968,633,1481,0,499,0.809032,1684.6,90.765,79.763,71.14,8.774,5.264,3.76,2.193
gpu0,A,belady_cold,,2,160,0,0.0,0,2613,1089,1524,1364,0.416762,633,891,0,1089,0.583238,1214.4,65.433,57.502,51.285,6.325,3.795,2.711,1.581
gpu0,B,freq_lru_warmup,0.5,2,160,0,0.0,80,2613,38,2655,2495,0.014543,633,2022,0,38,1.016073,2115.7,113.993,100.175,89.346,11.019,6.612,4.723,2.755
gpu0,B,freq_lru_warmup_s4,0.5,2,160,0,0.0,26,2613,331,2308,2148,0.126674,633,1675,0,331,0.883276,1839.2,99.094,87.083,77.668,9.579,5.747,4.105,2.395
gpu0,C,static_freq_prewarm,,2,160,160,1.992,0,2613,1040,1573,0,0.39801,536,1037,97,943,0.60199,1253.5,67.537,59.351,52.934,6.529,3.917,2.798,1.632
gpu0,C,static_layer_freq_prewarm,,2,160,66,0.822,0,2613,538,2075,0,0.205894,587,1488,46,492,0.794106,1653.5,89.09,78.291,69.828,8.612,5.167,3.691,2.153
gpu0,C,freq_lru_prewarm,0.25,2,160,40,0.498,0,2613,678,1935,1815,0.259472,600,1335,33,645,0.740528,1542.0,83.079,73.009,65.116,8.031,4.819,3.442,2.008
gpu0,C,freq_lru_prewarm,0.5,2,160,80,0.996,0,2613,679,1934,1854,0.259855,576,1358,57,622,0.740145,1541.2,83.036,72.971,65.083,8.027,4.816,3.44,2.007
gpu0,C,freq_lru_prewarm,0.75,2,160,120,1.494,0,2613,880,1733,1693,0.336778,555,1178,78,802,0.663222,1381.0,74.406,65.388,58.319,7.193,4.316,3.083,1.798
gpu0,C,freq_lru_prewarm,0.9,2,160,144,1.793,0,2613,976,1637,1621,0.373517,536,1101,97,879,0.626483,1304.5,70.285,61.765,55.088,6.794,4.077,2.912,1.699
gpu0,C,freq_lru_prewarm,0.99,2,160,158,1.967,0,2613,1032,1581,1579,0.394948,536,1045,97,935,0.605052,1259.9,67.88,59.652,53.204,6.562,3.937,2.812,1.64
gpu0,C,lru_prewarm_topN,,2,160,160,1.992,0,2613,499,2114,2114,0.190968,633,1481,0,499,0.809032,1684.6,90.765,79.763,71.14,8.774,5.264,3.76,2.193
gpu0,C,belady_same_state_prewarm,,2,160,160,1.992,0,2613,1186,1427,1427,0.453884,536,891,97,1089,0.546116,1137.1,61.268,53.842,48.021,5.923,3.554,2.538,1.481
gpu0,C,belady_pin_same_state,0.25,2,160,40,0.498,0,2613,1121,1492,1372,0.429009,600,892,33,1088,0.570991,1188.9,64.059,56.294,50.209,6.192,3.715,2.654,1.548
gpu0,C,belady_pin_same_state,0.5,2,160,80,0.996,0,2613,1139,1474,1394,0.435897,576,898,57,1082,0.564103,1174.6,63.286,55.615,49.603,6.118,3.671,2.622,1.529
gpu0,C,belady_pin_same_state,0.75,2,160,120,1.494,0,2613,1136,1477,1437,0.434749,555,922,78,1058,0.565251,1177.0,63.415,55.728,49.704,6.13,3.678,2.627,1.533
gpu0,C,belady_pin_same_state,0.9,2,160,144,1.793,0,2613,1119,1494,1478,0.428243,536,958,97,1022,0.571757,1190.5,64.145,56.37,50.276,6.201,3.72,2.657,1.55
gpu0,C,belady_pin_same_state,0.99,2,160,158,1.967,0,2613,1045,1568,1566,0.399923,536,1032,97,948,0.600077,1249.5,67.322,59.162,52.766,6.508,3.905,2.789,1.627
