scope,regime,policy,pin_frac,budget_gib,slots,initial_records,initial_state_gib,contract,repopulation_charged,requests,hits,misses,evictions,hit_rate,prefill_misses,decode_misses,prefill_hits,decode_hits,miss_frac
gpu0,A,lru,,8,642,0,0.0,A_online,0,2613,1192,1421,779,0.456181,633,788,0,1192,0.543819
gpu0,A,engine_priority_lru,,8,642,0,0.0,A_online,0,2613,820,1793,1151,0.313816,633,1160,0,820,0.686184
gpu0,A,arc,,8,642,0,0.0,A_online,0,2613,1186,1427,785,0.453884,633,794,0,1186,0.546116
gpu0,A,lfu,,8,642,0,0.0,A_online,0,2613,1195,1418,776,0.457329,633,785,0,1195,0.542671
gpu0,A,freq_x_recency,,8,642,0,0.0,A_online,0,2613,1194,1419,777,0.456946,633,786,0,1194,0.543054
gpu0,A,layer_lru,,8,642,0,0.0,A_online,0,2613,800,1813,1505,0.306162,633,1180,0,800,0.693838
gpu0,A,cost_aware,,8,642,0,0.0,A_online,0,2613,1192,1421,779,0.456181,633,788,0,1192,0.543819
gpu0,A,belady_cold,,8,642,0,0.0,A_online,0,2613,1316,1297,655,0.503636,633,664,0,1316,0.496364
gpu0,B,freq_lru_warmup,0.5,8,642,0,0.0,B_causal_warmup,0,2613,1106,1507,865,0.423268,633,874,0,1106,0.576732
gpu0,B,freq_lru_warmup_s4,0.5,8,642,0,0.0,B_causal_warmup,121,2613,1196,1538,896,0.457711,633,905,0,1196,0.588595
gpu0,C,static_freq_prewarm,,8,642,642,7.994,C1_bypass_fixed_set,0,2613,1958,655,0,0.74933,224,431,409,1549,0.25067
gpu0,C,static_layer_freq_prewarm,,8,642,308,3.835,C1_bypass_fixed_set_layer_budgeted,0,2613,1430,1183,0,0.547264,436,747,197,1233,0.452736
gpu0,C,freq_lru_prewarm,0.25,8,642,160,1.992,C3_pin_protected_plus_lru_remainder,0,2613,1360,1253,771,0.520475,536,717,97,1263,0.479525
gpu0,C,freq_lru_prewarm,0.5,8,642,321,3.997,C3_pin_protected_plus_lru_remainder,0,2613,1591,1022,701,0.608879,427,595,206,1385,0.391121
gpu0,C,freq_lru_prewarm,0.75,8,642,481,5.989,C3_pin_protected_plus_lru_remainder,0,2613,1797,816,655,0.687715,370,446,263,1534,0.312285
gpu0,C,freq_lru_prewarm,0.9,8,642,577,7.184,C3_pin_protected_plus_lru_remainder,0,2613,1893,720,655,0.724455,289,431,344,1549,0.275545
gpu0,C,freq_lru_prewarm,0.99,8,642,635,7.906,C3_pin_protected_plus_lru_remainder,0,2613,1951,662,655,0.746651,231,431,402,1549,0.253349
gpu0,C,lru_prewarm_topN,,8,642,642,7.994,C2_fetch_on_fault,0,2613,1567,1046,1046,0.599694,258,788,375,1192,0.400306
gpu0,C,belady_same_state_prewarm,,8,642,642,7.994,C2_fetch_on_fault,0,2613,1958,655,655,0.74933,224,431,409,1549,0.25067
gpu0,C,belady_pin_same_state,0.25,8,642,160,1.992,C3_pin_protected_plus_min_dynamics,0,2613,1476,1137,655,0.564868,536,601,97,1379,0.435132
gpu0,C,belady_pin_same_state,0.5,8,642,321,3.997,C3_pin_protected_plus_min_dynamics,0,2613,1637,976,655,0.626483,427,549,206,1431,0.373517
gpu0,C,belady_pin_same_state,0.75,8,642,481,5.989,C3_pin_protected_plus_min_dynamics,0,2613,1797,816,655,0.687715,370,446,263,1534,0.312285
gpu0,C,belady_pin_same_state,0.9,8,642,577,7.184,C3_pin_protected_plus_min_dynamics,0,2613,1893,720,655,0.724455,289,431,344,1549,0.275545
gpu0,C,belady_pin_same_state,0.99,8,642,635,7.906,C3_pin_protected_plus_min_dynamics,0,2613,1951,662,655,0.746651,231,431,402,1549,0.253349
gpu1,A,lru,,1,80,0,0.0,A_online,0,2486,0,2486,2406,0.0,596,1890,0,0,1.0
gpu1,A,engine_priority_lru,,1,80,0,0.0,A_online,0,2486,142,2344,2264,0.05712,596,1748,0,142,0.94288
gpu1,A,arc,,1,80,0,0.0,A_online,0,2486,0,2486,2406,0.0,596,1890,0,0,1.0
gpu1,A,lfu,,1,80,0,0.0,A_online,0,2486,527,1959,1879,0.211987,596,1363,0,527,0.788013
gpu1,A,freq_x_recency,,1,80,0,0.0,A_online,0,2486,523,1963,1883,0.210378,596,1367,0,523,0.789622
gpu1,A,layer_lru,,1,80,0,0.0,A_online,0,2486,0,2486,2465,0.0,596,1890,0,0,1.0
gpu1,A,cost_aware,,1,80,0,0.0,A_online,0,2486,0,2486,2406,0.0,596,1890,0,0,1.0
gpu1,A,belady_cold,,1,80,0,0.0,A_online,0,2486,977,1509,1429,0.393001,596,913,0,977,0.606999
gpu1,B,freq_lru_warmup,0.5,1,80,0,0.0,B_causal_warmup,40,2486,71,2455,2375,0.02856,596,1859,0,71,0.98753
gpu1,B,freq_lru_warmup_s4,0.5,1,80,0,0.0,B_causal_warmup,22,2486,260,2248,2168,0.104586,596,1652,0,260,0.904264
gpu1,C,static_freq_prewarm,,1,80,80,0.996,C1_bypass_fixed_set,0,2486,832,1654,0,0.334674,542,1112,54,778,0.665326
gpu1,C,static_layer_freq_prewarm,,1,80,21,0.261,C1_bypass_fixed_set_layer_budgeted,0,2486,273,2213,0,0.109815,578,1635,18,255,0.890185
gpu1,C,freq_lru_prewarm,0.25,1,80,20,0.249,C3_pin_protected_plus_lru_remainder,0,2486,289,2197,2137,0.116251,576,1621,20,269,0.883749
gpu1,C,freq_lru_prewarm,0.5,1,80,40,0.498,C3_pin_protected_plus_lru_remainder,0,2486,511,1975,1935,0.205551,561,1414,35,476,0.794449
gpu1,C,freq_lru_prewarm,0.75,1,80,60,0.747,C3_pin_protected_plus_lru_remainder,0,2486,685,1801,1781,0.275543,549,1252,47,638,0.724457
gpu1,C,freq_lru_prewarm,0.9,1,80,72,0.896,C3_pin_protected_plus_lru_remainder,0,2486,776,1710,1702,0.312148,544,1166,52,724,0.687852
gpu1,C,freq_lru_prewarm,0.99,1,80,79,0.984,C3_pin_protected_plus_lru_remainder,0,2486,825,1661,1660,0.331858,542,1119,54,771,0.668142
gpu1,C,lru_prewarm_topN,,1,80,80,0.996,C2_fetch_on_fault,0,2486,4,2482,2482,0.001609,592,1890,4,0,0.998391
gpu1,C,belady_same_state_prewarm,,1,80,80,0.996,C2_fetch_on_fault,0,2486,1031,1455,1455,0.414722,542,913,54,977,0.585278
gpu1,C,belady_pin_same_state,0.25,1,80,20,0.249,C3_pin_protected_plus_min_dynamics,0,2486,996,1490,1430,0.400644,576,914,20,976,0.599356
gpu1,C,belady_pin_same_state,0.5,1,80,40,0.498,C3_pin_protected_plus_min_dynamics,0,2486,996,1490,1450,0.400644,561,929,35,961,0.599356
gpu1,C,belady_pin_same_state,0.75,1,80,60,0.747,C3_pin_protected_plus_min_dynamics,0,2486,941,1545,1525,0.37852,549,996,47,894,0.62148
gpu1,C,belady_pin_same_state,0.9,1,80,72,0.896,C3_pin_protected_plus_min_dynamics,0,2486,874,1612,1604,0.351569,544,1068,52,822,0.648431
gpu1,C,belady_pin_same_state,0.99,1,80,79,0.984,C3_pin_protected_plus_min_dynamics,0,2486,825,1661,1660,0.331858,542,1119,54,771,0.668142
gpu1,A,lru,,2,160,0,0.0,A_online,0,2486,819,1667,1507,0.329445,596,1071,0,819,0.670555
gpu1,A,engine_priority_lru,,2,160,0,0.0,A_online,0,2486,252,2234,2074,0.101368,596,1638,0,252,0.898632
gpu1,A,arc,,2,160,0,0.0,A_online,0,2486,625,1861,1701,0.251408,596,1265,0,625,0.748592
gpu1,A,lfu,,2,160,0,0.0,A_online,0,2486,810,1676,1516,0.325825,596,1080,0,810,0.674175
gpu1,A,freq_x_recency,,2,160,0,0.0,A_online,0,2486,835,1651,1491,0.335881,596,1055,0,835,0.664119
gpu1,A,layer_lru,,2,160,0,0.0,A_online,0,2486,6,2480,2417,0.002414,596,1884,0,6,0.997586
gpu1,A,cost_aware,,2,160,0,0.0,A_online,0,2486,819,1667,1507,0.329445,596,1071,0,819,0.670555
gpu1,A,belady_cold,,2,160,0,0.0,A_online,0,2486,1291,1195,1035,0.519308,596,599,0,1291,0.480692
gpu1,B,freq_lru_warmup,0.5,2,160,0,0.0,B_causal_warmup,80,2486,125,2441,2281,0.050282,596,1845,0,125,0.981899
gpu1,B,freq_lru_warmup_s4,0.5,2,160,0,0.0,B_causal_warmup,14,2486,520,1980,1820,0.209171,596,1384,0,520,0.79646
gpu1,C,static_freq_prewarm,,2,160,160,1.992,C1_bypass_fixed_set,0,2486,1203,1283,0,0.48391,506,777,90,1113,0.51609
gpu1,C,static_layer_freq_prewarm,,2,160,63,0.784,C1_bypass_fixed_set_layer_budgeted,0,2486,672,1814,0,0.270314,550,1264,46,626,0.729686
gpu1,C,freq_lru_prewarm,0.25,2,160,40,0.498,C3_pin_protected_plus_lru_remainder,0,2486,954,1532,1412,0.383749,561,971,35,919,0.616251
gpu1,C,freq_lru_prewarm,0.5,2,160,80,0.996,C3_pin_protected_plus_lru_remainder,0,2486,1015,1471,1391,0.408286,542,929,54,961,0.591714
gpu1,C,freq_lru_prewarm,0.75,2,160,120,1.494,C3_pin_protected_plus_lru_remainder,0,2486,1064,1422,1382,0.427997,521,901,75,989,0.572003
gpu1,C,freq_lru_prewarm,0.9,2,160,144,1.793,C3_pin_protected_plus_lru_remainder,0,2486,1139,1347,1331,0.458166,506,841,90,1049,0.541834
gpu1,C,freq_lru_prewarm,0.99,2,160,158,1.967,C3_pin_protected_plus_lru_remainder,0,2486,1195,1291,1289,0.480692,506,785,90,1105,0.519308
gpu1,C,lru_prewarm_topN,,2,160,160,1.992,C2_fetch_on_fault,0,2486,838,1648,1648,0.337088,577,1071,19,819,0.662912
gpu1,C,belady_same_state_prewarm,,2,160,160,1.992,C2_fetch_on_fault,0,2486,1381,1105,1105,0.555511,506,599,90,1291,0.444489
gpu1,C,belady_pin_same_state,0.25,2,160,40,0.498,C3_pin_protected_plus_min_dynamics,0,2486,1326,1160,1040,0.533387,561,599,35,1291,0.466613
gpu1,C,belady_pin_same_state,0.5,2,160,80,0.996,C3_pin_protected_plus_min_dynamics,0,2486,1343,1143,1063,0.540225,542,601,54,1289,0.459775
gpu1,C,belady_pin_same_state,0.75,2,160,120,1.494,C3_pin_protected_plus_min_dynamics,0,2486,1340,1146,1106,0.539019,521,625,75,1265,0.460981
gpu1,C,belady_pin_same_state,0.9,2,160,144,1.793,C3_pin_protected_plus_min_dynamics,0,2486,1301,1185,1169,0.523331,506,679,90,1211,0.476669
gpu1,C,belady_pin_same_state,0.99,2,160,158,1.967,C3_pin_protected_plus_min_dynamics,0,2486,1208,1278,1276,0.485921,506,772,90,1118,0.514079
gpu1,A,lru,,3,240,0,0.0,A_online,0,2486,1000,1486,1246,0.402253,596,890,0,1000,0.597747
gpu1,A,engine_priority_lru,,3,240,0,0.0,A_online,0,2486,309,2177,1937,0.124296,596,1581,0,309,0.875704
gpu1,A,arc,,3,240,0,0.0,A_online,0,2486,778,1708,1468,0.312953,596,1112,0,778,0.687047
gpu1,A,lfu,,3,240,0,0.0,A_online,0,2486,966,1520,1280,0.388576,596,924,0,966,0.611424
gpu1,A,freq_x_recency,,3,240,0,0.0,A_online,0,2486,1036,1450,1210,0.416734,596,854,0,1036,0.583266
gpu1,A,layer_lru,,3,240,0,0.0,A_online,0,2486,163,2323,2218,0.065567,596,1727,0,163,0.934433
gpu1,A,cost_aware,,3,240,0,0.0,A_online,0,2486,1000,1486,1246,0.402253,596,890,0,1000,0.597747
gpu1,A,belady_cold,,3,240,0,0.0,A_online,0,2486,1392,1094,854,0.559936,596,498,0,1392,0.440064
gpu1,B,freq_lru_warmup,0.5,3,240,0,0.0,B_causal_warmup,120,2486,903,1703,1463,0.363234,596,1107,0,903,0.685036
gpu1,B,freq_lru_warmup_s4,0.5,3,240,0,0.0,B_causal_warmup,22,2486,965,1543,1303,0.388174,596,947,0,965,0.620676
gpu1,C,static_freq_prewarm,,3,240,240,2.988,C1_bypass_fixed_set,0,2486,1450,1036,0,0.583266,465,571,131,1319,0.416734
gpu1,C,static_layer_freq_prewarm,,3,240,105,1.307,C1_bypass_fixed_set_layer_budgeted,0,2486,950,1536,0,0.38214,529,1007,67,883,0.61786
gpu1,C,freq_lru_prewarm,0.25,3,240,60,0.747,C3_pin_protected_plus_lru_remainder,0,2486,1151,1335,1155,0.462993,549,786,47,1104,0.537007
gpu1,C,freq_lru_prewarm,0.5,3,240,120,1.494,C3_pin_protected_plus_lru_remainder,0,2486,1249,1237,1117,0.502414,521,716,75,1174,0.497586
gpu1,C,freq_lru_prewarm,0.75,3,240,180,2.241,C3_pin_protected_plus_lru_remainder,0,2486,1347,1139,1079,0.541834,493,646,103,1244,0.458166
gpu1,C,freq_lru_prewarm,0.9,3,240,216,2.689,C3_pin_protected_plus_lru_remainder,0,2486,1379,1107,1083,0.554706,465,642,131,1248,0.445294
gpu1,C,freq_lru_prewarm,0.99,3,240,237,2.951,C3_pin_protected_plus_lru_remainder,0,2486,1441,1045,1042,0.579646,465,580,131,1310,0.420354
gpu1,C,lru_prewarm_topN,,3,240,240,2.988,C2_fetch_on_fault,0,2486,1039,1447,1447,0.41794,557,890,39,1000,0.58206
gpu1,C,belady_same_state_prewarm,,3,240,240,2.988,C2_fetch_on_fault,0,2486,1567,919,919,0.63033,465,454,131,1436,0.36967
gpu1,C,belady_pin_same_state,0.25,3,240,60,0.747,C3_pin_protected_plus_min_dynamics,0,2486,1452,1034,854,0.584071,549,485,47,1405,0.415929
gpu1,C,belady_pin_same_state,0.5,3,240,120,1.494,C3_pin_protected_plus_min_dynamics,0,2486,1502,984,864,0.604183,521,463,75,1427,0.395817
gpu1,C,belady_pin_same_state,0.75,3,240,180,2.241,C3_pin_protected_plus_min_dynamics,0,2486,1522,964,904,0.612228,493,471,103,1419,0.387772
gpu1,C,belady_pin_same_state,0.9,3,240,216,2.689,C3_pin_protected_plus_min_dynamics,0,2486,1526,960,936,0.613837,465,495,131,1395,0.386163
gpu1,C,belady_pin_same_state,0.99,3,240,237,2.951,C3_pin_protected_plus_min_dynamics,0,2486,1462,1024,1021,0.588093,465,559,131,1331,0.411907
gpu1,A,lru,,3.5,281,0,0.0,A_online,0,2486,1057,1429,1148,0.425181,596,833,0,1057,0.574819
gpu1,A,engine_priority_lru,,3.5,281,0,0.0,A_online,0,2486,325,2161,1880,0.130732,596,1565,0,325,0.869268
gpu1,A,arc,,3.5,281,0,0.0,A_online,0,2486,816,1670,1389,0.328238,596,1074,0,816,0.671762
gpu1,A,lfu,,3.5,281,0,0.0,A_online,0,2486,1037,1449,1168,0.417136,596,853,0,1037,0.582864
gpu1,A,freq_x_recency,,3.5,281,0,0.0,A_online,0,2486,1111,1375,1094,0.446903,596,779,0,1111,0.553097
gpu1,A,layer_lru,,3.5,281,0,0.0,A_online,0,2486,640,1846,1720,0.257442,596,1250,0,640,0.742558
gpu1,A,cost_aware,,3.5,281,0,0.0,A_online,0,2486,1057,1429,1148,0.425181,596,833,0,1057,0.574819
gpu1,A,belady_cold,,3.5,281,0,0.0,A_online,0,2486,1419,1067,786,0.570796,596,471,0,1419,0.429204
gpu1,B,freq_lru_warmup,0.5,3.5,281,0,0.0,B_causal_warmup,140,2486,932,1694,1413,0.374899,596,1098,0,932,0.681416
gpu1,B,freq_lru_warmup_s4,0.5,3.5,281,0,0.0,B_causal_warmup,0,2486,1025,1461,1180,0.412309,596,865,0,1025,0.587691
gpu1,C,static_freq_prewarm,,3.5,281,281,3.499,C1_bypass_fixed_set,0,2486,1542,944,0,0.620274,434,510,162,1380,0.379726
gpu1,C,static_layer_freq_prewarm,,3.5,281,126,1.569,C1_bypass_fixed_set_layer_budgeted,0,2486,1057,1429,0,0.425181,517,912,79,978,0.574819
gpu1,C,freq_lru_prewarm,0.25,3.5,281,70,0.872,C3_pin_protected_plus_lru_remainder,0,2486,1202,1284,1073,0.483508,546,738,50,1152,0.516492
gpu1,C,freq_lru_prewarm,0.5,3.5,281,140,1.743,C3_pin_protected_plus_lru_remainder,0,2486,1348,1138,997,0.542237,506,632,90,1258,0.457763
gpu1,C,freq_lru_prewarm,0.75,3.5,281,210,2.615,C3_pin_protected_plus_lru_remainder,0,2486,1437,1049,978,0.578037,465,584,131,1306,0.421963
gpu1,C,freq_lru_prewarm,0.9,3.5,281,252,3.138,C3_pin_protected_plus_lru_remainder,0,2486,1495,991,962,0.601368,463,528,133,1362,0.398632
gpu1,C,freq_lru_prewarm,0.99,3.5,281,278,3.461,C3_pin_protected_plus_lru_remainder,0,2486,1536,950,947,0.61786,437,513,159,1377,0.38214
gpu1,C,lru_prewarm_topN,,3.5,281,281,3.499,C2_fetch_on_fault,0,2486,1123,1363,1363,0.45173,530,833,66,1057,0.54827
gpu1,C,belady_same_state_prewarm,,3.5,281,281,3.499,C2_fetch_on_fault,0,2486,1639,847,847,0.659292,434,413,162,1477,0.340708
gpu1,C,belady_pin_same_state,0.25,3.5,281,70,0.872,C3_pin_protected_plus_min_dynamics,0,2486,1489,997,786,0.598954,546,451,50,1439,0.401046
gpu1,C,belady_pin_same_state,0.5,3.5,281,140,1.743,C3_pin_protected_plus_min_dynamics,0,2486,1559,927,786,0.627112,506,421,90,1469,0.372888
gpu1,C,belady_pin_same_state,0.75,3.5,281,210,2.615,C3_pin_protected_plus_min_dynamics,0,2486,1607,879,808,0.64642,465,414,131,1476,0.35358
gpu1,C,belady_pin_same_state,0.9,3.5,281,252,3.138,C3_pin_protected_plus_min_dynamics,0,2486,1593,893,864,0.640788,463,430,133,1460,0.359212
gpu1,C,belady_pin_same_state,0.99,3.5,281,278,3.461,C3_pin_protected_plus_min_dynamics,0,2486,1554,932,929,0.625101,437,495,159,1395,0.374899
gpu1,A,lru,,4,321,0,0.0,A_online,0,2486,1153,1333,1012,0.463797,596,737,0,1153,0.536203
gpu1,A,engine_priority_lru,,4,321,0,0.0,A_online,0,2486,351,2135,1814,0.141191,596,1539,0,351,0.858809
gpu1,A,arc,,4,321,0,0.0,A_online,0,2486,862,1624,1303,0.346742,596,1028,0,862,0.653258
gpu1,A,lfu,,4,321,0,0.0,A_online,0,2486,1091,1395,1074,0.438858,596,799,0,1091,0.561142
gpu1,A,freq_x_recency,,4,321,0,0.0,A_online,0,2486,1145,1341,1020,0.460579,596,745,0,1145,0.539421
gpu1,A,layer_lru,,4,321,0,0.0,A_online,0,2486,792,1694,1547,0.318584,596,1098,0,792,0.681416
gpu1,A,cost_aware,,4,321,0,0.0,A_online,0,2486,1153,1333,1012,0.463797,596,737,0,1153,0.536203
gpu1,A,belady_cold,,4,321,0,0.0,A_online,0,2486,1419,1067,746,0.570796,596,471,0,1419,0.429204
gpu1,B,freq_lru_warmup,0.5,4,321,0,0.0,B_causal_warmup,160,2486,962,1684,1363,0.386967,596,1088,0,962,0.677393
gpu1,B,freq_lru_warmup_s4,0.5,4,321,0,0.0,B_causal_warmup,0,2486,1095,1391,1070,0.440467,596,795,0,1095,0.559533
gpu1,C,static_freq_prewarm,,4,321,321,3.997,C1_bypass_fixed_set,0,2486,1622,864,0,0.652454,394,470,202,1420,0.347546
gpu1,C,static_layer_freq_prewarm,,4,321,147,1.83,C1_bypass_fixed_set_layer_budgeted,0,2486,1143,1343,0,0.459775,504,839,92,1051,0.540225
gpu1,C,freq_lru_prewarm,0.25,4,321,80,0.996,C3_pin_protected_plus_lru_remainder,0,2486,1284,1202,961,0.516492,542,660,54,1230,0.483508
gpu1,C,freq_lru_prewarm,0.5,4,321,160,1.992,C3_pin_protected_plus_lru_remainder,0,2486,1405,1081,920,0.565165,506,575,90,1315,0.434835
gpu1,C,freq_lru_prewarm,0.75,4,321,240,2.988,C3_pin_protected_plus_lru_remainder,0,2486,1523,963,882,0.612631,465,498,131,1392,0.387369
gpu1,C,freq_lru_prewarm,0.9,4,321,288,3.586,C3_pin_protected_plus_lru_remainder,0,2486,1574,912,879,0.633146,427,485,169,1405,0.366854
gpu1,C,freq_lru_prewarm,0.99,4,321,317,3.947,C3_pin_protected_plus_lru_remainder,0,2486,1614,872,868,0.649236,398,474,198,1416,0.350764
gpu1,C,lru_prewarm_topN,,4,321,321,3.997,C2_fetch_on_fault,0,2486,1233,1253,1253,0.495977,516,737,80,1153,0.504023
gpu1,C,belady_same_state_prewarm,,4,321,321,3.997,C2_fetch_on_fault,0,2486,1719,767,767,0.691472,394,373,202,1517,0.308528
gpu1,C,belady_pin_same_state,0.25,4,321,80,0.996,C3_pin_protected_plus_min_dynamics,0,2486,1499,987,746,0.602977,542,445,54,1445,0.397023
gpu1,C,belady_pin_same_state,0.5,4,321,160,1.992,C3_pin_protected_plus_min_dynamics,0,2486,1579,907,746,0.635157,506,401,90,1489,0.364843
gpu1,C,belady_pin_same_state,0.75,4,321,240,2.988,C3_pin_protected_plus_min_dynamics,0,2486,1648,838,757,0.662912,465,373,131,1517,0.337088
gpu1,C,belady_pin_same_state,0.9,4,321,288,3.586,C3_pin_protected_plus_min_dynamics,0,2486,1672,814,781,0.672566,427,387,169,1503,0.327434
gpu1,C,belady_pin_same_state,0.99,4,321,317,3.947,C3_pin_protected_plus_min_dynamics,0,2486,1638,848,844,0.65889,398,450,198,1440,0.34111
gpu1,A,lru,,6,481,0,0.0,A_online,0,2486,1283,1203,722,0.51609,596,607,0,1283,0.48391
gpu1,A,engine_priority_lru,,6,481,0,0.0,A_online,0,2486,593,1893,1412,0.238536,596,1297,0,593,0.761464
gpu1,A,arc,,6,481,0,0.0,A_online,0,2486,1255,1231,750,0.504827,596,635,0,1255,0.495173
gpu1,A,lfu,,6,481,0,0.0,A_online,0,2486,1287,1199,718,0.517699,596,603,0,1287,0.482301
gpu1,A,freq_x_recency,,6,481,0,0.0,A_online,0,2486,1281,1205,724,0.515286,596,609,0,1281,0.484714
gpu1,A,layer_lru,,6,481,0,0.0,A_online,0,2486,986,1500,1269,0.396621,596,904,0,986,0.603379
gpu1,A,cost_aware,,6,481,0,0.0,A_online,0,2486,1283,1203,722,0.51609,596,607,0,1283,0.48391
gpu1,A,belady_cold,,6,481,0,0.0,A_online,0,2486,1419,1067,586,0.570796,596,471,0,1419,0.429204
gpu1,B,freq_lru_warmup,0.5,6,481,0,0.0,B_causal_warmup,115,2486,1197,1404,923,0.481496,596,808,0,1197,0.564763
gpu1,B,freq_lru_warmup_s4,0.5,6,481,0,0.0,B_causal_warmup,51,2486,1286,1251,770,0.517297,596,655,0,1286,0.503218
gpu1,C,static_freq_prewarm,,6,481,481,5.989,C1_bypass_fixed_set,0,2486,1900,586,0,0.76428,332,254,264,1636,0.23572
gpu1,C,static_layer_freq_prewarm,,6,481,231,2.876,C1_bypass_fixed_set_layer_budgeted,0,2486,1405,1081,0,0.565165,463,618,133,1272,0.434835
gpu1,C,freq_lru_prewarm,0.25,6,481,120,1.494,C3_pin_protected_plus_lru_remainder,0,2486,1428,1058,697,0.574417,521,537,75,1353,0.425583
gpu1,C,freq_lru_prewarm,0.5,6,481,240,2.988,C3_pin_protected_plus_lru_remainder,0,2486,1586,900,659,0.637973,465,435,131,1455,0.362027
gpu1,C,freq_lru_prewarm,0.75,6,481,360,4.482,C3_pin_protected_plus_lru_remainder,0,2486,1762,724,603,0.708769,374,350,222,1540,0.291231
gpu1,C,freq_lru_prewarm,0.9,6,481,432,5.379,C3_pin_protected_plus_lru_remainder,0,2486,1851,635,586,0.74457,374,261,222,1629,0.25543
gpu1,C,freq_lru_prewarm,0.99,6,481,476,5.927,C3_pin_protected_plus_lru_remainder,0,2486,1895,591,586,0.762269,337,254,259,1636,0.237731
gpu1,C,lru_prewarm_topN,,6,481,481,5.989,C2_fetch_on_fault,0,2486,1467,1019,1019,0.590105,412,607,184,1283,0.409895
gpu1,C,belady_same_state_prewarm,,6,481,481,5.989,C2_fetch_on_fault,0,2486,1900,586,586,0.76428,332,254,264,1636,0.23572
gpu1,C,belady_pin_same_state,0.25,6,481,120,1.494,C3_pin_protected_plus_min_dynamics,0,2486,1539,947,586,0.619067,521,426,75,1464,0.380933
gpu1,C,belady_pin_same_state,0.5,6,481,240,2.988,C3_pin_protected_plus_min_dynamics,0,2486,1659,827,586,0.667337,465,362,131,1528,0.332663
gpu1,C,belady_pin_same_state,0.75,6,481,360,4.482,C3_pin_protected_plus_min_dynamics,0,2486,1779,707,586,0.715607,374,333,222,1557,0.284393
gpu1,C,belady_pin_same_state,0.9,6,481,432,5.379,C3_pin_protected_plus_min_dynamics,0,2486,1851,635,586,0.74457,374,261,222,1629,0.25543
gpu1,C,belady_pin_same_state,0.99,6,481,476,5.927,C3_pin_protected_plus_min_dynamics,0,2486,1895,591,586,0.762269,337,254,259,1636,0.237731
gpu1,A,lru,,8,642,0,0.0,A_online,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282
gpu1,A,engine_priority_lru,,8,642,0,0.0,A_online,0,2486,921,1565,923,0.370475,596,969,0,921,0.629525
gpu1,A,arc,,8,642,0,0.0,A_online,0,2486,1374,1112,470,0.552695,596,516,0,1374,0.447305
gpu1,A,lfu,,8,642,0,0.0,A_online,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282
gpu1,A,freq_x_recency,,8,642,0,0.0,A_online,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282
gpu1,A,layer_lru,,8,642,0,0.0,A_online,0,2486,1110,1376,1082,0.4465,596,780,0,1110,0.5535
gpu1,A,cost_aware,,8,642,0,0.0,A_online,0,2486,1384,1102,460,0.556718,596,506,0,1384,0.443282
gpu1,A,belady_cold,,8,642,0,0.0,A_online,0,2486,1419,1067,425,0.570796,596,471,0,1419,0.429204
gpu1,B,freq_lru_warmup,0.5,8,642,0,0.0,B_causal_warmup,0,2486,1342,1144,502,0.539823,596,548,0,1342,0.460177
gpu1,B,freq_lru_warmup_s4,0.5,8,642,0,0.0,B_causal_warmup,54,2486,1373,1167,525,0.552293,596,571,0,1373,0.469429
gpu1,C,static_freq_prewarm,,8,642,642,7.994,C1_bypass_fixed_set,0,2486,2061,425,0,0.829043,171,254,425,1636,0.170957
gpu1,C,static_layer_freq_prewarm,,8,642,294,3.661,C1_bypass_fixed_set_layer_budgeted,0,2486,1557,929,0,0.626307,423,506,173,1384,0.373693
gpu1,C,freq_lru_prewarm,0.25,8,642,160,1.992,C3_pin_protected_plus_lru_remainder,0,2486,1542,944,462,0.620274,506,438,90,1452,0.379726
gpu1,C,freq_lru_prewarm,0.5,8,642,321,3.997,C3_pin_protected_plus_lru_remainder,0,2486,1738,748,427,0.699115,394,354,202,1536,0.300885
gpu1,C,freq_lru_prewarm,0.75,8,642,481,5.989,C3_pin_protected_plus_lru_remainder,0,2486,1900,586,425,0.76428,332,254,264,1636,0.23572
gpu1,C,freq_lru_prewarm,0.9,8,642,577,7.184,C3_pin_protected_plus_lru_remainder,0,2486,1996,490,425,0.802896,236,254,360,1636,0.197104
gpu1,C,freq_lru_prewarm,0.99,8,642,635,7.906,C3_pin_protected_plus_lru_remainder,0,2486,2054,432,425,0.826227,178,254,418,1636,0.173773
gpu1,C,lru_prewarm_topN,,8,642,642,7.994,C2_fetch_on_fault,0,2486,1790,696,696,0.720032,197,499,399,1391,0.279968
gpu1,C,belady_same_state_prewarm,,8,642,642,7.994,C2_fetch_on_fault,0,2486,2061,425,425,0.829043,171,254,425,1636,0.170957
gpu1,C,belady_pin_same_state,0.25,8,642,160,1.992,C3_pin_protected_plus_min_dynamics,0,2486,1579,907,425,0.635157,506,401,90,1489,0.364843
gpu1,C,belady_pin_same_state,0.5,8,642,321,3.997,C3_pin_protected_plus_min_dynamics,0,2486,1740,746,425,0.69992,394,352,202,1538,0.30008
gpu1,C,belady_pin_same_state,0.75,8,642,481,5.989,C3_pin_protected_plus_min_dynamics,0,2486,1900,586,425,0.76428,332,254,264,1636,0.23572
