scope,regime,policy,pin_frac,budget_gib,slots,initial_records,initial_state_gib,contract,repopulation_charged,requests,hits,misses,evictions,hit_rate,prefill_misses,decode_misses,prefill_hits,decode_hits,miss_frac
full,A,arc,,96,7710,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,lfu,,96,7710,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,freq_x_recency,,96,7710,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,layer_lru,,96,7710,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,cost_aware,,96,7710,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,belady_cold,,96,7710,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,B,freq_lru_warmup,0.5,96,7710,0,0.0,B_causal_warmup,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,B,freq_lru_warmup_s4,0.5,96,7710,0,0.0,B_causal_warmup,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,C,static_freq_prewarm,,96,7710,2364,29.435,C1_bypass_fixed_set,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,static_layer_freq_prewarm,,96,7710,2364,29.435,C1_bypass_fixed_set_layer_budgeted,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.25,96,7710,1927,23.993,C3_pin_protected_plus_lru_remainder,0,5099,4662,437,0,0.914297,0,437,1229,3433,0.085703
full,C,freq_lru_prewarm,0.5,96,7710,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.75,96,7710,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.9,96,7710,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.99,96,7710,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,lru_prewarm_topN,,96,7710,2364,29.435,C2_fetch_on_fault,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_same_state_prewarm,,96,7710,2364,29.435,C2_fetch_on_fault,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.25,96,7710,1927,23.993,C3_pin_protected_plus_min_dynamics,0,5099,4662,437,0,0.914297,0,437,1229,3433,0.085703
full,C,belady_pin_same_state,0.5,96,7710,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.75,96,7710,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.9,96,7710,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.99,96,7710,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,A,lru,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,engine_priority_lru,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,arc,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,lfu,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,freq_x_recency,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,layer_lru,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,cost_aware,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,A,belady_cold,,128,10280,0,0.0,A_online,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,B,freq_lru_warmup,0.5,128,10280,0,0.0,B_causal_warmup,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,B,freq_lru_warmup_s4,0.5,128,10280,0,0.0,B_causal_warmup,0,5099,2735,2364,0,0.53638,1229,1135,0,2735,0.46362
full,C,static_freq_prewarm,,128,10280,2364,29.435,C1_bypass_fixed_set,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,static_layer_freq_prewarm,,128,10280,2364,29.435,C1_bypass_fixed_set_layer_budgeted,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.25,128,10280,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.5,128,10280,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.75,128,10280,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.9,128,10280,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,freq_lru_prewarm,0.99,128,10280,2364,29.435,C3_pin_protected_plus_lru_remainder,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,lru_prewarm_topN,,128,10280,2364,29.435,C2_fetch_on_fault,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_same_state_prewarm,,128,10280,2364,29.435,C2_fetch_on_fault,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.25,128,10280,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.5,128,10280,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.75,128,10280,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.9,128,10280,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
full,C,belady_pin_same_state,0.99,128,10280,2364,29.435,C3_pin_protected_plus_min_dynamics,0,5099,5099,0,0,1.0,0,0,1229,3870,0.0
gpu0,A,lru,,1,80,0,0.0,A_online,0,2613,0,2613,2533,0.0,633,1980,0,0,1.0
gpu0,A,engine_priority_lru,,1,80,0,0.0,A_online,0,2613,108,2505,2425,0.041332,633,1872,0,108,0.958668
gpu0,A,arc,,1,80,0,0.0,A_online,0,2613,0,2613,2533,0.0,633,1980,0,0,1.0
gpu0,A,lfu,,1,80,0,0.0,A_online,0,2613,374,2239,2159,0.143131,633,1606,0,374,0.856869
gpu0,A,freq_x_recency,,1,80,0,0.0,A_online,0,2613,334,2279,2199,0.127822,633,1646,0,334,0.872178
gpu0,A,layer_lru,,1,80,0,0.0,A_online,0,2613,0,2613,2591,0.0,633,1980,0,0,1.0
gpu0,A,cost_aware,,1,80,0,0.0,A_online,0,2613,0,2613,2533,0.0,633,1980,0,0,1.0
gpu0,A,belady_cold,,1,80,0,0.0,A_online,0,2613,762,1851,1771,0.291619,633,1218,0,762,0.708381
gpu0,B,freq_lru_warmup,0.5,1,80,0,0.0,B_causal_warmup,40,2613,19,2634,2554,0.007271,633,2001,0,19,1.008037
gpu0,B,freq_lru_warmup_s4,0.5,1,80,0,0.0,B_causal_warmup,28,2613,202,2439,2359,0.077306,633,1806,0,202,0.93341
gpu0,C,static_freq_prewarm,,1,80,80,0.996,C1_bypass_fixed_set,0,2613,675,1938,0,0.258324,576,1362,57,618,0.741676
gpu0,C,static_layer_freq_prewarm,,1,80,22,0.274,C1_bypass_fixed_set_layer_budgeted,0,2613,218,2395,0,0.083429,617,1778,16,202,0.916571
gpu0,C,freq_lru_prewarm,0.25,1,80,20,0.249,C3_pin_protected_plus_lru_remainder,0,2613,223,2390,2330,0.085343,618,1772,15,208,0.914657
gpu0,C,freq_lru_prewarm,0.5,1,80,40,0.498,C3_pin_protected_plus_lru_remainder,0,2613,395,2218,2178,0.151167,600,1618,33,362,0.848833
gpu0,C,freq_lru_prewarm,0.75,1,80,60,0.747,C3_pin_protected_plus_lru_remainder,0,2613,548,2065,2045,0.209721,590,1475,43,505,0.790279
gpu0,C,freq_lru_prewarm,0.9,1,80,72,0.896,C3_pin_protected_plus_lru_remainder,0,2613,627,1986,1978,0.239954,584,1402,49,578,0.760046
gpu0,C,freq_lru_prewarm,0.99,1,80,79,0.984,C3_pin_protected_plus_lru_remainder,0,2613,669,1944,1943,0.256028,577,1367,56,613,0.743972
gpu0,C,lru_prewarm_topN,,1,80,80,0.996,C2_fetch_on_fault,0,2613,0,2613,2613,0.0,633,1980,0,0,1.0
gpu0,C,belady_same_state_prewarm,,1,80,80,0.996,C2_fetch_on_fault,0,2613,819,1794,1794,0.313433,576,1218,57,762,0.686567
gpu0,C,belady_pin_same_state,0.25,1,80,20,0.249,C3_pin_protected_plus_min_dynamics,0,2613,772,1841,1781,0.295446,618,1223,15,757,0.704554
gpu0,C,belady_pin_same_state,0.5,1,80,40,0.498,C3_pin_protected_plus_min_dynamics,0,2613,785,1828,1788,0.300421,600,1228,33,752,0.699579
gpu0,C,belady_pin_same_state,0.75,1,80,60,0.747,C3_pin_protected_plus_min_dynamics,0,2613,769,1844,1824,0.294298,590,1254,43,726,0.705702
gpu0,C,belady_pin_same_state,0.9,1,80,72,0.896,C3_pin_protected_plus_min_dynamics,0,2613,718,1895,1887,0.27478,584,1311,49,669,0.72522
gpu0,C,belady_pin_same_state,0.99,1,80,79,0.984,C3_pin_protected_plus_min_dynamics,0,2613,669,1944,1943,0.256028,577,1367,56,613,0.743972
gpu0,A,lru,,2,160,0,0.0,A_online,0,2613,499,2114,1954,0.190968,633,1481,0,499,0.809032
gpu0,A,engine_priority_lru,,2,160,0,0.0,A_online,0,2613,229,2384,2224,0.087639,633,1751,0,229,0.912361
gpu0,A,arc,,2,160,0,0.0,A_online,0,2613,414,2199,2039,0.158439,633,1566,0,414,0.841561
gpu0,A,lfu,,2,160,0,0.0,A_online,0,2613,645,1968,1808,0.246843,633,1335,0,645,0.753157
gpu0,A,freq_x_recency,,2,160,0,0.0,A_online,0,2613,584,2029,1869,0.223498,633,1396,0,584,0.776502
gpu0,A,layer_lru,,2,160,0,0.0,A_online,0,2613,3,2610,2544,0.001148,633,1977,0,3,0.998852
gpu0,A,cost_aware,,2,160,0,0.0,A_online,0,2613,499,2114,1954,0.190968,633,1481,0,499,0.809032
gpu0,A,belady_cold,,2,160,0,0.0,A_online,0,2613,1089,1524,1364,0.416762,633,891,0,1089,0.583238
gpu0,B,freq_lru_warmup,0.5,2,160,0,0.0,B_causal_warmup,80,2613,38,2655,2495,0.014543,633,2022,0,38,1.016073
gpu0,B,freq_lru_warmup_s4,0.5,2,160,0,0.0,B_causal_warmup,26,2613,331,2308,2148,0.126674,633,1675,0,331,0.883276
gpu0,C,static_freq_prewarm,,2,160,160,1.992,C1_bypass_fixed_set,0,2613,1040,1573,0,0.39801,536,1037,97,943,0.60199
gpu0,C,static_layer_freq_prewarm,,2,160,66,0.822,C1_bypass_fixed_set_layer_budgeted,0,2613,538,2075,0,0.205894,587,1488,46,492,0.794106
gpu0,C,freq_lru_prewarm,0.25,2,160,40,0.498,C3_pin_protected_plus_lru_remainder,0,2613,678,1935,1815,0.259472,600,1335,33,645,0.740528
gpu0,C,freq_lru_prewarm,0.5,2,160,80,0.996,C3_pin_protected_plus_lru_remainder,0,2613,679,1934,1854,0.259855,576,1358,57,622,0.740145
gpu0,C,freq_lru_prewarm,0.75,2,160,120,1.494,C3_pin_protected_plus_lru_remainder,0,2613,880,1733,1693,0.336778,555,1178,78,802,0.663222
gpu0,C,freq_lru_prewarm,0.9,2,160,144,1.793,C3_pin_protected_plus_lru_remainder,0,2613,976,1637,1621,0.373517,536,1101,97,879,0.626483
gpu0,C,freq_lru_prewarm,0.99,2,160,158,1.967,C3_pin_protected_plus_lru_remainder,0,2613,1032,1581,1579,0.394948,536,1045,97,935,0.605052
gpu0,C,lru_prewarm_topN,,2,160,160,1.992,C2_fetch_on_fault,0,2613,499,2114,2114,0.190968,633,1481,0,499,0.809032
gpu0,C,belady_same_state_prewarm,,2,160,160,1.992,C2_fetch_on_fault,0,2613,1186,1427,1427,0.453884,536,891,97,1089,0.546116
gpu0,C,belady_pin_same_state,0.25,2,160,40,0.498,C3_pin_protected_plus_min_dynamics,0,2613,1121,1492,1372,0.429009,600,892,33,1088,0.570991
gpu0,C,belady_pin_same_state,0.5,2,160,80,0.996,C3_pin_protected_plus_min_dynamics,0,2613,1139,1474,1394,0.435897,576,898,57,1082,0.564103
gpu0,C,belady_pin_same_state,0.75,2,160,120,1.494,C3_pin_protected_plus_min_dynamics,0,2613,1136,1477,1437,0.434749,555,922,78,1058,0.565251
gpu0,C,belady_pin_same_state,0.9,2,160,144,1.793,C3_pin_protected_plus_min_dynamics,0,2613,1119,1494,1478,0.428243,536,958,97,1022,0.571757
gpu0,C,belady_pin_same_state,0.99,2,160,158,1.967,C3_pin_protected_plus_min_dynamics,0,2613,1045,1568,1566,0.399923,536,1032,97,948,0.600077
gpu0,A,lru,,3,240,0,0.0,A_online,0,2613,657,1956,1716,0.251435,633,1323,0,657,0.748565
gpu0,A,engine_priority_lru,,3,240,0,0.0,A_online,0,2613,293,2320,2080,0.112132,633,1687,0,293,0.887868
gpu0,A,arc,,3,240,0,0.0,A_online,0,2613,564,2049,1809,0.215844,633,1416,0,564,0.784156
gpu0,A,lfu,,3,240,0,0.0,A_online,0,2613,766,1847,1607,0.29315,633,1214,0,766,0.70685
gpu0,A,freq_x_recency,,3,240,0,0.0,A_online,0,2613,746,1867,1627,0.285496,633,1234,0,746,0.714504
gpu0,A,layer_lru,,3,240,0,0.0,A_online,0,2613,123,2490,2380,0.047072,633,1857,0,123,0.952928
gpu0,A,cost_aware,,3,240,0,0.0,A_online,0,2613,657,1956,1716,0.251435,633,1323,0,657,0.748565
gpu0,A,belady_cold,,3,240,0,0.0,A_online,0,2613,1232,1381,1141,0.471489,633,748,0,1232,0.528511
gpu0,B,freq_lru_warmup,0.5,3,240,0,0.0,B_causal_warmup,120,2613,93,2640,2400,0.035591,633,2007,0,93,1.010333
gpu0,B,freq_lru_warmup_s4,0.5,3,240,0,0.0,B_causal_warmup,14,2613,694,1933,1693,0.265595,633,1300,0,694,0.739763
gpu0,C,static_freq_prewarm,,3,240,240,2.988,C1_bypass_fixed_set,0,2613,1281,1332,0,0.490241,489,843,144,1137,0.509759
gpu0,C,static_layer_freq_prewarm,,3,240,110,1.37,C1_bypass_fixed_set_layer_budgeted,0,2613,781,1832,0,0.29889,554,1278,79,702,0.70111
gpu0,C,freq_lru_prewarm,0.25,3,240,60,0.747,C3_pin_protected_plus_lru_remainder,0,2613,809,1804,1624,0.309606,590,1214,43,766,0.690394
gpu0,C,freq_lru_prewarm,0.5,3,240,120,1.494,C3_pin_protected_plus_lru_remainder,0,2613,1012,1601,1481,0.387294,555,1046,78,934,0.612706
gpu0,C,freq_lru_prewarm,0.75,3,240,180,2.241,C3_pin_protected_plus_lru_remainder,0,2613,1120,1493,1433,0.428626,517,976,116,1004,0.571374
gpu0,C,freq_lru_prewarm,0.9,3,240,216,2.689,C3_pin_protected_plus_lru_remainder,0,2613,1209,1404,1380,0.462687,489,915,144,1065,0.537313
gpu0,C,freq_lru_prewarm,0.99,3,240,237,2.951,C3_pin_protected_plus_lru_remainder,0,2613,1272,1341,1338,0.486797,489,852,144,1128,0.513203
gpu0,C,lru_prewarm_topN,,3,240,240,2.988,C2_fetch_on_fault,0,2613,671,1942,1942,0.256793,619,1323,14,657,0.743207
gpu0,C,belady_same_state_prewarm,,3,240,240,2.988,C2_fetch_on_fault,0,2613,1410,1203,1203,0.53961,489,714,144,1266,0.46039
gpu0,C,belady_pin_same_state,0.25,3,240,60,0.747,C3_pin_protected_plus_min_dynamics,0,2613,1291,1322,1142,0.494068,590,732,43,1248,0.505932
gpu0,C,belady_pin_same_state,0.5,3,240,120,1.494,C3_pin_protected_plus_min_dynamics,0,2613,1340,1273,1153,0.512821,555,718,78,1262,0.487179
gpu0,C,belady_pin_same_state,0.75,3,240,180,2.241,C3_pin_protected_plus_min_dynamics,0,2613,1362,1251,1191,0.52124,517,734,116,1246,0.47876
gpu0,C,belady_pin_same_state,0.9,3,240,216,2.689,C3_pin_protected_plus_min_dynamics,0,2613,1352,1261,1237,0.517413,489,772,144,1208,0.482587
gpu0,C,belady_pin_same_state,0.99,3,240,237,2.951,C3_pin_protected_plus_min_dynamics,0,2613,1295,1318,1315,0.495599,489,829,144,1151,0.504401
gpu0,A,lru,,3.5,281,0,0.0,A_online,0,2613,680,1933,1652,0.260237,633,1300,0,680,0.739763
gpu0,A,engine_priority_lru,,3.5,281,0,0.0,A_online,0,2613,329,2284,2003,0.125909,633,1651,0,329,0.874091
gpu0,A,arc,,3.5,281,0,0.0,A_online,0,2613,622,1991,1710,0.238041,633,1358,0,622,0.761959
gpu0,A,lfu,,3.5,281,0,0.0,A_online,0,2613,824,1789,1508,0.315346,633,1156,0,824,0.684654
gpu0,A,freq_x_recency,,3.5,281,0,0.0,A_online,0,2613,831,1782,1501,0.318025,633,1149,0,831,0.681975
gpu0,A,layer_lru,,3.5,281,0,0.0,A_online,0,2613,361,2252,2120,0.138155,633,1619,0,361,0.861845
gpu0,A,cost_aware,,3.5,281,0,0.0,A_online,0,2613,680,1933,1652,0.260237,633,1300,0,680,0.739763
gpu0,A,belady_cold,,3.5,281,0,0.0,A_online,0,2613,1273,1340,1059,0.487179,633,707,0,1273,0.512821
gpu0,B,freq_lru_warmup,0.5,3.5,281,0,0.0,B_causal_warmup,140,2613,561,2192,1911,0.214696,633,1559,0,561,0.838883
gpu0,B,freq_lru_warmup_s4,0.5,3.5,281,0,0.0,B_causal_warmup,9,2613,742,1880,1599,0.283965,633,1247,0,742,0.71948
gpu0,C,static_freq_prewarm,,3.5,281,281,3.499,C1_bypass_fixed_set,0,2613,1382,1231,0,0.528894,467,764,166,1216,0.471106
gpu0,C,static_layer_freq_prewarm,,3.5,281,132,1.644,C1_bypass_fixed_set_layer_budgeted,0,2613,880,1733,0,0.336778,536,1197,97,783,0.663222
gpu0,C,freq_lru_prewarm,0.25,3.5,281,70,0.872,C3_pin_protected_plus_lru_remainder,0,2613,903,1710,1499,0.34558,586,1124,47,856,0.65442
gpu0,C,freq_lru_prewarm,0.5,3.5,281,140,1.743,C3_pin_protected_plus_lru_remainder,0,2613,1100,1513,1372,0.420972,536,977,97,1003,0.579028
gpu0,C,freq_lru_prewarm,0.75,3.5,281,210,2.615,C3_pin_protected_plus_lru_remainder,0,2613,1250,1363,1292,0.478377,489,874,144,1106,0.521623
gpu0,C,freq_lru_prewarm,0.9,3.5,281,252,3.138,C3_pin_protected_plus_lru_remainder,0,2613,1317,1296,1267,0.504018,489,807,144,1173,0.495982
gpu0,C,freq_lru_prewarm,0.99,3.5,281,278,3.461,C3_pin_protected_plus_lru_remainder,0,2613,1376,1237,1234,0.526598,470,767,163,1213,0.473402
gpu0,C,lru_prewarm_topN,,3.5,281,281,3.499,C2_fetch_on_fault,0,2613,721,1892,1892,0.275928,592,1300,41,680,0.724072
gpu0,C,belady_same_state_prewarm,,3.5,281,281,3.499,C2_fetch_on_fault,0,2613,1496,1117,1117,0.572522,467,650,166,1330,0.427478
gpu0,C,belady_pin_same_state,0.25,3.5,281,70,0.872,C3_pin_protected_plus_min_dynamics,0,2613,1342,1271,1060,0.513586,586,685,47,1295,0.486414
gpu0,C,belady_pin_same_state,0.5,3.5,281,140,1.743,C3_pin_protected_plus_min_dynamics,0,2613,1409,1204,1063,0.539227,536,668,97,1312,0.460773
gpu0,C,belady_pin_same_state,0.75,3.5,281,210,2.615,C3_pin_protected_plus_min_dynamics,0,2613,1458,1155,1084,0.557979,489,666,144,1314,0.442021
gpu0,C,belady_pin_same_state,0.9,3.5,281,252,3.138,C3_pin_protected_plus_min_dynamics,0,2613,1446,1167,1138,0.553387,489,678,144,1302,0.446613
gpu0,C,belady_pin_same_state,0.99,3.5,281,278,3.461,C3_pin_protected_plus_min_dynamics,0,2613,1396,1217,1214,0.534252,470,747,163,1233,0.465748
gpu0,A,lru,,4,321,0,0.0,A_online,0,2613,780,1833,1512,0.298507,633,1200,0,780,0.701493
gpu0,A,engine_priority_lru,,4,321,0,0.0,A_online,0,2613,358,2255,1934,0.137007,633,1622,0,358,0.862993
gpu0,A,arc,,4,321,0,0.0,A_online,0,2613,724,1889,1568,0.277076,633,1256,0,724,0.722924
gpu0,A,lfu,,4,321,0,0.0,A_online,0,2613,879,1734,1413,0.336395,633,1101,0,879,0.663605
gpu0,A,freq_x_recency,,4,321,0,0.0,A_online,0,2613,915,1698,1377,0.350172,633,1065,0,915,0.649828
gpu0,A,layer_lru,,4,321,0,0.0,A_online,0,2613,469,2144,1990,0.179487,633,1511,0,469,0.820513
gpu0,A,cost_aware,,4,321,0,0.0,A_online,0,2613,780,1833,1512,0.298507,633,1200,0,780,0.701493
gpu0,A,belady_cold,,4,321,0,0.0,A_online,0,2613,1313,1300,979,0.502488,633,667,0,1313,0.497512
gpu0,B,freq_lru_warmup,0.5,4,321,0,0.0,B_causal_warmup,160,2613,591,2182,1861,0.226177,633,1549,0,591,0.835055
gpu0,B,freq_lru_warmup_s4,0.5,4,321,0,0.0,B_causal_warmup,0,2613,782,1831,1510,0.299273,633,1198,0,782,0.700727
gpu0,C,static_freq_prewarm,,4,321,321,3.997,C1_bypass_fixed_set,0,2613,1462,1151,0,0.55951,427,724,206,1256,0.44049
gpu0,C,static_layer_freq_prewarm,,4,321,154,1.917,C1_bypass_fixed_set_layer_budgeted,0,2613,976,1637,0,0.373517,528,1109,105,871,0.626483
gpu0,C,freq_lru_prewarm,0.25,4,321,80,0.996,C3_pin_protected_plus_lru_remainder,0,2613,978,1635,1394,0.374282,576,1059,57,921,0.625718
gpu0,C,freq_lru_prewarm,0.5,4,321,160,1.992,C3_pin_protected_plus_lru_remainder,0,2613,1178,1435,1274,0.450823,536,899,97,1081,0.549177
gpu0,C,freq_lru_prewarm,0.75,4,321,240,2.988,C3_pin_protected_plus_lru_remainder,0,2613,1338,1275,1194,0.512055,489,786,144,1194,0.487945
gpu0,C,freq_lru_prewarm,0.9,4,321,288,3.586,C3_pin_protected_plus_lru_remainder,0,2613,1397,1216,1183,0.534635,460,756,173,1224,0.465365
gpu0,C,freq_lru_prewarm,0.99,4,321,317,3.947,C3_pin_protected_plus_lru_remainder,0,2613,1454,1159,1155,0.556449,431,728,202,1252,0.443551
gpu0,C,lru_prewarm_topN,,4,321,321,3.997,C2_fetch_on_fault,0,2613,846,1767,1767,0.323766,567,1200,66,780,0.676234
gpu0,C,belady_same_state_prewarm,,4,321,321,3.997,C2_fetch_on_fault,0,2613,1576,1037,1037,0.603138,427,610,206,1370,0.396862
gpu0,C,belady_pin_same_state,0.25,4,321,80,0.996,C3_pin_protected_plus_min_dynamics,0,2613,1392,1221,980,0.532721,576,645,57,1335,0.467279
gpu0,C,belady_pin_same_state,0.5,4,321,160,1.992,C3_pin_protected_plus_min_dynamics,0,2613,1465,1148,987,0.560658,536,612,97,1368,0.439342
gpu0,C,belady_pin_same_state,0.75,4,321,240,2.988,C3_pin_protected_plus_min_dynamics,0,2613,1514,1099,1018,0.579411,489,610,144,1370,0.420589
gpu0,C,belady_pin_same_state,0.9,4,321,288,3.586,C3_pin_protected_plus_min_dynamics,0,2613,1518,1095,1062,0.580941,460,635,173,1345,0.419059
gpu0,C,belady_pin_same_state,0.99,4,321,317,3.947,C3_pin_protected_plus_min_dynamics,0,2613,1483,1130,1126,0.567547,431,699,202,1281,0.432453
gpu0,A,lru,,6,481,0,0.0,A_online,0,2613,1084,1529,1048,0.414849,633,896,0,1084,0.585151
gpu0,A,engine_priority_lru,,6,481,0,0.0,A_online,0,2613,569,2044,1563,0.217757,633,1411,0,569,0.782243
gpu0,A,arc,,6,481,0,0.0,A_online,0,2613,984,1629,1148,0.376579,633,996,0,984,0.623421
gpu0,A,lfu,,6,481,0,0.0,A_online,0,2613,1084,1529,1048,0.414849,633,896,0,1084,0.585151
gpu0,A,freq_x_recency,,6,481,0,0.0,A_online,0,2613,1093,1520,1039,0.418293,633,887,0,1093,0.581707
gpu0,A,layer_lru,,6,481,0,0.0,A_online,0,2613,630,1983,1741,0.241102,633,1350,0,630,0.758898
gpu0,A,cost_aware,,6,481,0,0.0,A_online,0,2613,1084,1529,1048,0.414849,633,896,0,1084,0.585151
gpu0,A,belady_cold,,6,481,0,0.0,A_online,0,2613,1316,1297,816,0.503636,633,664,0,1316,0.496364
gpu0,B,freq_lru_warmup,0.5,6,481,0,0.0,B_causal_warmup,152,2613,834,1931,1450,0.319173,633,1298,0,834,0.738997
gpu0,B,freq_lru_warmup_s4,0.5,6,481,0,0.0,B_causal_warmup,40,2613,1056,1597,1116,0.404133,633,964,0,1056,0.611175
gpu0,C,static_freq_prewarm,,6,481,481,5.989,C1_bypass_fixed_set,0,2613,1782,831,0,0.681975,370,461,263,1519,0.318025
gpu0,C,static_layer_freq_prewarm,,6,481,242,3.013,C1_bypass_fixed_set_layer_budgeted,0,2613,1264,1349,0,0.483735,473,876,160,1104,0.516265
gpu0,C,freq_lru_prewarm,0.25,6,481,120,1.494,C3_pin_protected_plus_lru_remainder,0,2613,1235,1378,1017,0.472637,555,823,78,1157,0.527363
gpu0,C,freq_lru_prewarm,0.5,6,481,240,2.988,C3_pin_protected_plus_lru_remainder,0,2613,1423,1190,949,0.544585,489,701,144,1279,0.455415
gpu0,C,freq_lru_prewarm,0.75,6,481,360,4.482,C3_pin_protected_plus_lru_remainder,0,2613,1604,1009,888,0.613854,388,621,245,1359,0.386146
gpu0,C,freq_lru_prewarm,0.9,6,481,432,5.379,C3_pin_protected_plus_lru_remainder,0,2613,1698,915,866,0.649828,370,545,263,1435,0.350172
gpu0,C,freq_lru_prewarm,0.99,6,481,476,5.927,C3_pin_protected_plus_lru_remainder,0,2613,1772,841,836,0.678148,370,471,263,1509,0.321852
gpu0,C,lru_prewarm_topN,,6,481,481,5.989,C2_fetch_on_fault,0,2613,1248,1365,1365,0.477612,469,896,164,1084,0.522388
gpu0,C,belady_same_state_prewarm,,6,481,481,5.989,C2_fetch_on_fault,0,2613,1796,817,817,0.687333,370,447,263,1533,0.312667
gpu0,C,belady_pin_same_state,0.25,6,481,120,1.494,C3_pin_protected_plus_min_dynamics,0,2613,1436,1177,816,0.54956,555,622,78,1358,0.45044
gpu0,C,belady_pin_same_state,0.5,6,481,240,2.988,C3_pin_protected_plus_min_dynamics,0,2613,1556,1057,816,0.595484,489,568,144,1412,0.404516
gpu0,C,belady_pin_same_state,0.75,6,481,360,4.482,C3_pin_protected_plus_min_dynamics,0,2613,1676,937,816,0.641408,388,549,245,1431,0.358592
gpu0,C,belady_pin_same_state,0.9,6,481,432,5.379,C3_pin_protected_plus_min_dynamics,0,2613,1748,865,816,0.668963,370,495,263,1485,0.331037
gpu0,C,belady_pin_same_state,0.99,6,481,476,5.927,C3_pin_protected_plus_min_dynamics,0,2613,1783,830,825,0.682357,370,460,263,1520,0.317643
